Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gb|CAA71325.1|ARO:3002156|FOX-2	blaFOX-2	cephalosporin-hydrolyzing class C beta-lactamase FOX-2	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	382	382	100.00	100.00	382	WP_032489067.1	cephalosporin-hydrolyzing class C beta-lactamase FOX-2	NF000399.2	FOX family cephalosporin-hydrolyzing class C beta-lactamase
gb|CAA71441.1|ARO:3003095|imiS	imiS	ChpA family subclass B2 metallo-beta-lactamase ImiS	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	255	255	100.00	100.00	255	WP_063865298.1	ChpA family subclass B2 metallo-beta-lactamase ImiS	NF000329.2	CphA family subclass B2 metallo-beta-lactamase
gb|CAA71699.2|ARO:3001416|OXA-21	blaOXA-21	OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-21	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_014386432.1	OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-21	NF000267.2	OXA-2 family class D beta-lactamase
gb|CAA71947.1|ARO:3002157|FOX-3	blaFOX-3	cephalosporin-hydrolyzing class C beta-lactamase FOX-3	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	382	382	100.00	100.00	382	WP_033147149.1	cephalosporin-hydrolyzing class C beta-lactamase FOX-3	NF000399.2	FOX family cephalosporin-hydrolyzing class C beta-lactamase
gb|CAA71948.1|ARO:3001065|SHV-6	blaSHV	SHV family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	260	286	90.91	99.23	260	WP_001620095.1	class A broad-spectrum beta-lactamase SHV-1	NF000285.3	SHV family class A beta-lactamase
gb|CAA73933.1|ARO:3000921|TEM-52	blaTEM-52	class A extended-spectrum beta-lactamase TEM-52	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_015058977.1	class A extended-spectrum beta-lactamase TEM-52	NF000531.2	TEM family class A beta-lactamase
gb|CAA74573.1|ARO:3001867|CTX-M-4	blaCTX-M-4	class A extended-spectrum beta-lactamase CTX-M-4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_032489025.1	class A extended-spectrum beta-lactamase CTX-M-4	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|CAA74912.2|ARO:3000888|TEM-17	blaTEM-17	class A extended-spectrum beta-lactamase TEM-17	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864877.1	class A extended-spectrum beta-lactamase TEM-17	NF000531.2	TEM family class A beta-lactamase
gb|CAA75402.1|ARO:3002015|CMY-4	blaCMY-4	class C beta-lactamase CMY-4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_015056382.1	class C beta-lactamase CMY-4	NF000191.1	CMY-2 family class C beta-lactamase
gb|CAA75663.1|ARO:3000175|tet(H)	tet(H)	tetracycline efflux MFS transporter Tet(H)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	400	400	100.00	100.00	400	WP_006248867.1	tetracycline efflux MFS transporter Tet(H)	NF012195.0	tetracycline efflux MFS transporter Tet(H)
gb|CAA76382.1|ARO:3002023|CMY-12	blaCMY-12	class C beta-lactamase CMY-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859743.1	class C beta-lactamase CMY-12	NF000191.1	CMY-2 family class C beta-lactamase
gb|CAA76793.1|ARO:3000891|TEM-20	blaTEM-20	class A extended-spectrum beta-lactamase TEM-20	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864893.1	class A extended-spectrum beta-lactamase TEM-20	NF000531.2	TEM family class A beta-lactamase
gb|CAA76794.1|ARO:3000892|TEM-21	blaTEM-21	class A extended-spectrum beta-lactamase TEM-21	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864899.1	class A extended-spectrum beta-lactamase TEM-21	NF000531.2	TEM family class A beta-lactamase
gb|CAA76795.1|ARO:3000893|TEM-22	blaTEM-22	class A extended-spectrum beta-lactamase TEM-22	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864906.1	class A extended-spectrum beta-lactamase TEM-22	NF000531.2	TEM family class A beta-lactamase
gb|CAA76796.1|ARO:3000899|TEM-29	blaTEM-29	class A extended-spectrum beta-lactamase TEM-29	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_032490103.1	class A extended-spectrum beta-lactamase TEM-29	NF000531.2	TEM family class A beta-lactamase
gb|CAA78046.1|ARO:3002701|Rhodococcus	cmrA	chloramphenicol efflux MFS transporter CmrA	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	391	391	100.00	100.00	391	WP_063844234.1	chloramphenicol efflux MFS transporter CmrA	NF033135.1	Cmx/CmrA family chloramphenicol efflux MFS transporter
gb|CAA79727.1|ARO:3000191|tetQ	tet(Q)	tetracycline resistance ribosomal protection protein Tet(Q)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	657	641	100.00	100.00	641	WP_002560998.1	tetracycline resistance ribosomal protection protein Tet(Q)	NF012154.0	tetracycline resistance ribosomal protection protein Tet(Q)
gb|CAA79967.1|ARO:3003589|NmcA	blaNMC-A	IMI family carbapenem-hydrolyzing class A beta-lactamase NMC-A	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	292	292	100.00	100.00	292	WP_050737109.1	IMI family carbapenem-hydrolyzing class A beta-lactamase NMC-A	NF000400.2	IMI family carbapenem-hydrolyzing class A beta-lactamase
gb|CAA79968.1|ARO:3002363|PER-1	blaPER-1	inhibitor-resistant class A extended-spectrum beta-lactamase PER-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	308	308	100.00	100.00	308	WP_001100753.1	inhibitor-resistant class A extended-spectrum beta-lactamase PER-1	NF000389.2	PER family class A extended-spectrum beta-lactamase
gb|CAA80304.1|ARO:3001406|OXA-11	blaOXA-11	OXA-10 family class D extended-spectrum beta-lactamase OXA-11	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_063860939.1	OXA-10 family class D extended-spectrum beta-lactamase OXA-11	NF000386.2	OXA-10 family class D beta-lactamase
gb|CAA82281.1|ARO:3002379|SME-1	blaSME-1	carbapenem-hydrolyzing class A beta-lactamase SME-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	294	294	100.00	100.00	294	WP_063864724.1	carbapenem-hydrolyzing class A beta-lactamase SME-1	NF012142.0	SME family carbapenem-hydrolyzing class A beta-lactamase
gb|CAA82916.1|ARO:3002389|OXY-1-1	blaOXY-1-1	class A extended-spectrum beta-lactamase OXY-1-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	291	291	100.00	100.00	291	WP_014228247.1	class A extended-spectrum beta-lactamase OXY-1-1	NF000271.2	OXY family class A extended-spectrum beta-lactamase
gb|CAA83855.1|ARO:3000380|FosC	fosC	fosfomycin resistance kinase FosC	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	182	182	100.00	100.00	182	WP_063851230.1	fosfomycin resistance kinase FosC	NF000122.1	fosfomycin resistance kinase FosC
gb|CAA88265.1|ARO:3002898|SAT-3	sat3	streptothricin N-acetyltransferase Sat3	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	EXACTP	180	180	100.00	100.00	180	WP_010891086.1	streptothricin N-acetyltransferase Sat3	NF000359.1	streptothricin N-acetyltransferase Sat3
gb|CAA88908.1|ARO:3002402|OXY-2-7	blaOXY-2-7	class A extended-spectrum beta-lactamase OXY-2-7	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	290	290	100.00	100.00	290	WP_017146441.1	class A extended-spectrum beta-lactamase OXY-2-7	NF000271.2	OXY family class A extended-spectrum beta-lactamase
gb|CAA90432.1|ARO:3003026|fusH	fusH	fusidic acid esterase FusH	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	EXACTP	509	509	100.00	100.00	509	WP_063851277.1	fusidic acid esterase FusH	NF000157.1	fusidic acid esterase FusH
gb|CAA90683.1|ARO:3003012|dfrA13	dfrA13	trimethoprim-resistant dihydrofolate reductase DfrA13	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	ALLELEP	165	165	100.00	100.00	165	WP_063844334.1	trimethoprim-resistant dihydrofolate reductase DfrA13	NF000055.3	DfrA13/DfrA21 family trimethoprim-resistant dihydrofolate reductase
gb|CAA90890.1|ARO:3004761|BRO-1	blaBRO	class A beta-lactamase BRO-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	314	313	100.00	100.00	313	WP_003657002.1	class A beta-lactamase BRO-1	NF033103.1	class A beta-lactamase
gb|CAA90891.1|ARO:3004762|BRO-2	blaBRO	class A beta-lactamase BRO-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	314	313	100.00	100.00	313	WP_003665544.1	class A beta-lactamase BRO-2	NF033103.1	class A beta-lactamase
gb|CAA91010.1|ARO:3002559|AAC(6')-Ip	aac(6')-Ip	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ip	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	PARTIALP	173	193	89.64	100.00	173	WP_069453146.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ip	NF000486.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ip
gb|CAB06660.1|ARO:3004644|dfrA6	dfrA6	trimethoprim-resistant dihydrofolate reductase DfrA6	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	157	157	100.00	100.00	157	WP_063844458.1	trimethoprim-resistant dihydrofolate reductase DfrA6	NF000330.1	trimethoprim-resistant dihydrofolate reductase DfrA
gb|CAB14620.1|ARO:3002627|aadK	aadK	aminoglycoside 6-adenylyltransferase AadK	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	284	284	100.00	100.00	284	WP_003229862.1	aminoglycoside 6-adenylyltransferase AadK	NF000312.1	aminoglycoside 6-adenylyltransferase AadK
gb|CAB36900.1|ARO:3002018|CMY-7	blaCMY-7	class C beta-lactamase CMY-7	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_032490765.1	class C beta-lactamase CMY-7	NF000191.1	CMY-2 family class C beta-lactamase
gb|CAB36902.1|ARO:3002017|CMY-6	blaCMY-6	class C beta-lactamase CMY-6	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_015058212.1	class C beta-lactamase CMY-6	NF000191.1	CMY-2 family class C beta-lactamase
gb|CAB37325.2|ARO:3001074|SHV-15	blaSHV-15	class A extended-spectrum beta-lactamase SHV-15	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864635.1	class A extended-spectrum beta-lactamase SHV-15	NF000285.3	SHV family class A beta-lactamase
gb|CAB37345.2|ARO:3004592|erm(32)	erm(32)	23S rRNA (guanine(748)-N(1))-methyltransferase Erm(32)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	EXACTP	280	280	100.00	100.00	280	WP_043470786.1	23S rRNA (guanine(748)-N(1))-methyltransferase Erm(32)	NF000133.1	23S rRNA (guanine(748)-N(1))-methyltransferase Erm(32)
gb|CAB41414.1|ARO:3002836|lnuB	lnu(B)	lincosamide nucleotidyltransferase Lnu(B)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTP	267	267	100.00	100.00	267	WP_032495568.1	lincosamide nucleotidyltransferase Lnu(B)	NF000235.3	lincosamide nucleotidyltransferase Lnu(B)
gb|CAB42614.1|ARO:3002399|OXY-2-4	blaOXY-2-4	class A extended-spectrum beta-lactamase OXY-2-4	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	289	289	100.00	100.00	289	WP_004099854.1	class A extended-spectrum beta-lactamase OXY-2-4	NF000271.2	OXY family class A extended-spectrum beta-lactamase
gb|CAB42615.1|ARO:3002394|OXY-1-6	blaOXY-1-6	class A extended-spectrum beta-lactamase OXY-1-6	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	291	291	100.00	100.00	291	WP_063864546.1	class A extended-spectrum beta-lactamase OXY-1-6	NF000271.2	OXY family class A extended-spectrum beta-lactamase
gb|CAB45459.1|ARO:3002914|vanJ	vanJ	teicoplanin resistance protein VanJ	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	330	330	100.00	100.00	330	WP_011029107.1	teicoplanin resistance protein VanJ	NF000373.1	teicoplanin resistance protein VanJ
gb|CAB46491.1|ARO:3001815|ACC-1	blaACC	ACC family cephalosporin-hydrolyzing class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	386	390	98.97	100.00	386	WP_032491956.1	cephalosporin-hydrolyzing class C beta-lactamase ACC-1	NF000397.2	ACC family cephalosporin-hydrolyzing class C beta-lactamase
gb|CAB50867.1|ARO:3002016|CMY-5	blaCMY-5	class C beta-lactamase CMY-5	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_015059331.1	class C beta-lactamase CMY-5	NF000191.1	CMY-2 family class C beta-lactamase
gb|CAB51471.1|ARO:3004359|ACI-1	blaACI-1	class A extended-spectrum beta-lactamase ACI-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	284	284	100.00	100.00	284	WP_006555379.1	class A extended-spectrum beta-lactamase ACI-1	NF000448.2	ACI family class A beta-lactamase
gb|CAB55427.1|ARO:3004775|CME-1	blaCME-1	class A extended-spectrum beta-lactamase CME-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	295	295	100.00	100.00	295	WP_059330348.1	class A extended-spectrum beta-lactamase CME-1	NF000511.2	CME family class A extended-spectrum beta-lactamase
gb|CAB60001.1|ARO:3000326|ErmE	erm(E)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	381	381	100.00	100.00	381	WP_009950391.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(E)	NF000337.1	ErmE/ErmH/ErmO/ErmR family 23S rRNA (adenine(2058)-N(6))-methyltransferase
gb|CAB61635.1|ARO:3004788|FONA-1	blaFONA-1	class A beta-lactamase FONA-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	295	295	100.00	100.00	295	WP_046808255.1	class A beta-lactamase FONA-1	NF000323.2	FONA family class A beta-lactamase
gb|CAB61637.1|ARO:3004789|FONA-2	blaFONA-2	class A beta-lactamase FONA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	295	295	100.00	100.00	295	WP_063860489.1	class A beta-lactamase FONA-2	NF000323.2	FONA family class A beta-lactamase
gb|CAB61639.1|ARO:3004790|FONA-3	blaFONA-3	class A beta-lactamase FONA-3	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	295	295	100.00	100.00	295	WP_063860490.1	class A beta-lactamase FONA-3	NF000323.2	FONA family class A beta-lactamase
gb|CAB61641.1|ARO:3004791|FONA-4	blaFONA-4	class A beta-lactamase FONA-4	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	295	295	100.00	100.00	295	WP_063860491.1	class A beta-lactamase FONA-4	NF000323.2	FONA family class A beta-lactamase
gb|CAB61643.1|ARO:3004792|FONA-5	blaFONA-5	class A beta-lactamase FONA-5	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	295	295	100.00	100.00	295	WP_063860492.1	class A beta-lactamase FONA-5	NF000323.2	FONA family class A beta-lactamase
gb|CAB61645.1|ARO:3004793|FONA-6	blaFONA-6	class A beta-lactamase FONA-6	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	295	295	100.00	100.00	295	WP_063860493.1	class A beta-lactamase FONA-6	NF000323.2	FONA family class A beta-lactamase
gb|CAB65358.1|ARO:3000939|TEM-73	blaTEM-77	inhibitor-resistant class A broad-spectrum beta-lactamase TEM-77	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864996.1	inhibitor-resistant class A broad-spectrum beta-lactamase TEM-77	NF000531.2	TEM family class A beta-lactamase
gb|CAB75346.1|ARO:3000582|L1	blaL1	L1 family subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	295	295	100.00	100.00	295	WP_063842682.1	L1 family subclass B3 metallo-beta-lactamase	NF033106.1	L1 family subclass B3 metallo-beta-lactamase
gb|CAB77444.1|ARO:3003847|ADC-1	blaADC-1	class C extended-spectrum beta-lactamase ADC-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	383	383	100.00	100.00	383	WP_004714775.1	class C extended-spectrum beta-lactamase ADC-1	NF000425.2	ADC family extended-spectrum class C beta-lactamase
gb|CAB82578.1|ARO:3002183|MOX-2	blaMOX-2	CMY-1/MOX family class C beta-lactamase MOX-2	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	382	382	100.00	100.00	382	WP_063860845.1	CMY-1/MOX family class C beta-lactamase MOX-2	NF000239.3	CMY-1/MOX family class C beta-lactamase
gb|CAB89086.1|ARO:3002158|FOX-4	blaFOX-4	cephalosporin-hydrolyzing class C beta-lactamase FOX-4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	382	382	100.00	100.00	382	WP_032489727.1	cephalosporin-hydrolyzing class C beta-lactamase FOX-4	NF000399.2	FOX family cephalosporin-hydrolyzing class C beta-lactamase
gb|CAB92324.1|ARO:3000935|TEM-68	blaTEM-68	inhibitor-resistant class A extended-spectrum beta-lactamase TEM-68	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_032489741.1	inhibitor-resistant class A extended-spectrum beta-lactamase TEM-68	NF000531.2	TEM family class A beta-lactamase
gb|CAB94707.1|ARO:3002193|IMP-2	blaIMP-2	subclass B1 metallo-beta-lactamase IMP-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	246	246	100.00	100.00	246	WP_063860578.1	subclass B1 metallo-beta-lactamase IMP-2	NF012147.1	IMP family subclass B1 metallo-beta-lactamase
gb|CAB96921.1|ARO:3000606|FEZ-1	blaFEZ-1	subclass B3 metallo-beta-lactamase FEZ-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	282	282	100.00	100.00	282	WP_058468956.1	subclass B3 metallo-beta-lactamase FEZ-1	NF000216.2	FEZ family subclass B3 metallo-beta-lactamase
gb|CAC04522.1|ARO:3002514|OCH-1	blaOCH-1	class C extended-spectrum beta-lactamase OCH-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	390	390	100.00	100.00	390	WP_040129485.1	class C extended-spectrum beta-lactamase OCH-1	NF000264.2	OCH family class C extended-spectrum beta-lactamase
gb|CAC17622.1|ARO:3002515|OCH-2	blaOCH-2	class C extended-spectrum beta-lactamase OCH-2	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	390	390	100.00	100.00	390	WP_063860889.1	class C extended-spectrum beta-lactamase OCH-2	NF000264.2	OCH family class C extended-spectrum beta-lactamase
gb|CAC17623.1|ARO:3002516|OCH-3	blaOCH-3	class C extended-spectrum beta-lactamase OCH-3	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	390	390	100.00	100.00	390	WP_063860890.1	class C extended-spectrum beta-lactamase OCH-3	NF000264.2	OCH family class C extended-spectrum beta-lactamase
gb|CAC17624.1|ARO:3002517|OCH-4	blaOCH-4	class C extended-spectrum beta-lactamase OCH-4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	390	390	100.00	100.00	390	WP_063860891.1	class C extended-spectrum beta-lactamase OCH-4	NF000264.2	OCH family class C extended-spectrum beta-lactamase
gb|CAC17625.1|ARO:3002518|OCH-5	blaOCH-5	class C extended-spectrum beta-lactamase OCH-5	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	390	390	100.00	100.00	390	WP_063860892.1	class C extended-spectrum beta-lactamase OCH-5	NF000264.2	OCH family class C extended-spectrum beta-lactamase
gb|CAC17626.1|ARO:3002519|OCH-6	blaOCH-6	class C extended-spectrum beta-lactamase OCH-6	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	390	390	100.00	100.00	390	WP_063860893.1	class C extended-spectrum beta-lactamase OCH-6	NF000264.2	OCH family class C extended-spectrum beta-lactamase
gb|CAC17627.1|ARO:3002520|OCH-7	blaOCH-7	class C extended-spectrum beta-lactamase OCH-7	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	390	390	100.00	100.00	390	WP_029925205.1	class C extended-spectrum beta-lactamase OCH-7	NF000264.2	OCH family class C extended-spectrum beta-lactamase
gb|CAC32082.1|ARO:3002527|AAC(2')-Ie	aac(2')-Ie	aminoglycoside N-acetyltransferase AAC(2')-Ie	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMCYIN	EXACTP	182	182	100.00	100.00	182	WP_010908954.1	aminoglycoside N-acetyltransferase AAC(2')-Ie	NF000054.1	aminoglycoside N-acetyltransferase AAC(2')-Ie
gb|CAC33832.1|ARO:3000851|THIN-B	blaTHIN-B	subclass B3 metallo-beta-lactamase THIN-B	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	316	316	100.00	100.00	316	WP_063842948.1	subclass B3 metallo-beta-lactamase THIN-B	NF000440.2	THIN family subclass B3 metallo-beta-lactamase
gb|CAC35728.1|ARO:3001424|OXA-29	blaOXA-29	oxacillin-hydrolyzing class D beta-lactamase OXA-29	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_014845076.1	oxacillin-hydrolyzing class D beta-lactamase OXA-29	NF000270.1	class D beta-lactamase
gb|CAC43229.1|ARO:3000952|TEM-85	blaTEM-85	class A extended-spectrum beta-lactamase TEM-85	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_032490101.1	class A extended-spectrum beta-lactamase TEM-85	NF000531.2	TEM family class A beta-lactamase
gb|CAC43230.1|ARO:3000953|TEM-86	blaTEM-86	class A extended-spectrum beta-lactamase TEM-86	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_032490102.1	class A extended-spectrum beta-lactamase TEM-86	NF000531.2	TEM family class A beta-lactamase
gb|CAC67290.1|ARO:3000962|TEM-95	blaTEM-95	class A broad-spectrum beta-lactamase TEM-95	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_061659705.1	class A broad-spectrum beta-lactamase TEM-95	NF000531.2	TEM family class A beta-lactamase
gb|CAC80727.1|ARO:3000476|tet(31)	tet(31)	tetracycline efflux MFS transporter Tet(31)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	410	403	100.00	100.00	403	WP_031204920.1	tetracycline efflux MFS transporter Tet(31)	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
gb|CAC81324.1|ARO:3003015|dfrA19	dfrA19	trimethoprim-resistant dihydrofolate reductase DfrA19	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	189	189	100.00	100.00	189	WP_032490189.1	trimethoprim-resistant dihydrofolate reductase DfrA19	NF000041.1	trimethoprim-resistant dihydrofolate reductase DfrA19
gb|CAC83905.2|ARO:3001612|OXA-51	blaOXA-51	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-51	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_002033109.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-51	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|CAC85660.1|ARO:3000960|TEM-93	blaTEM-93	class A extended-spectrum beta-lactamase TEM-93	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_032490317.1	class A extended-spectrum beta-lactamase TEM-93	NF000531.2	TEM family class A beta-lactamase
gb|CAC85661.1|ARO:3000961|TEM-94	blaTEM-94	class A extended-spectrum beta-lactamase TEM-94	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_032490318.1	class A extended-spectrum beta-lactamase TEM-94	NF000531.2	TEM family class A beta-lactamase
gb|CAC86410.1|ARO:3000599|Erm(33)	erm(33)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(33)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	243	243	100.00	100.00	243	WP_011133550.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(33)	NF000499.1	23S ribosomal RNA methyltransferase Erm
gb|CAC87665.1|ARO:3000855|CAU-1	blaCAU-1	subclass B3 metallo-beta-lactamase CAU-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	289	289	100.00	100.00	289	WP_063859390.1	subclass B3 metallo-beta-lactamase CAU-1	NF000427.2	CAU/MBL1b family subclass B3 metallo-beta-lactamase
gb|CAC95175.1|ARO:3001882|CTX-M-20	blaCTX-M-20	class A extended-spectrum beta-lactamase CTX-M-20	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063860038.1	class A extended-spectrum beta-lactamase CTX-M-20	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|CAD08929.1|ARO:3001883|CTX-M-21	blaCTX-M-21	class A extended-spectrum beta-lactamase CTX-M-21	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063860039.1	class A extended-spectrum beta-lactamase CTX-M-21	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|CAD09800.1|ARO:3000873|TEM-1	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1	NF000531.2	TEM family class A beta-lactamase
gb|CAD12227.2|ARO:3000478|tet(33)	tet(33)	tetracycline efflux MFS transporter Tet(33)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	407	407	100.00	100.00	407	WP_010991840.1	tetracycline efflux MFS transporter Tet(33)	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
