Accession	family	query_name	Resfams_description
MB-RF034	ClassA	670464736|WP_031413517.1|1|1|blaCARB-24|blaCARB|hydrolase|carbenicillin-hydrolyzing_class_A_beta-lactamase_CARB-24	Class A beta-lactamase [ARO:3000078]	352.3
MB-RF145	TetY	670516706|WP_031464190.1|1|1|qacA|qacA|efflux|quaternary_ammonium_compound_efflux_MFS_transporter_QacA	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	417.2
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	670516706|WP_031464190.1|1|1|qacA|qacA|efflux|quaternary_ammonium_compound_efflux_MFS_transporter_QacA	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	314.4
MB-RF086	MFSAntibioticEffluxPump	670516706|WP_031464190.1|1|1|qacA|qacA|efflux|quaternary_ammonium_compound_efflux_MFS_transporter_QacA	major facilitator superfamily (MFS) antibiotic efflux pump	148.3
MB-RF009	adeC-adeK-oprM	68343009|AAY90615.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]	602.4
MB-RF072	macA	68343009|AAY90615.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	214.5
MB-RF108	RNDefflux	68343009|AAY90615.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	205.5
MB-RF086	MFSAntibioticEffluxPump	68343009|AAY90615.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	major facilitator superfamily (MFS) antibiotic efflux pump	144.5
MB-RF006	ABCAntibioticEffluxPump	68343009|AAY90615.1|1|1|emhC|emhC||efflux_RND_transporter_outer_membrane_subunit_EmhC	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	142.4
MB-RF047	PDC	685889027|WP_031630420.1|1|1|blaPDC-71|blaPDC|hydrolase|class_C_beta-lactamase_PDC-71	PDC betalactamase (class C) [ARO:3000098]	873.1
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	685889027|WP_031630420.1|1|1|blaPDC-71|blaPDC|hydrolase|class_C_beta-lactamase_PDC-71	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	605.2
MB-RF036	ClassC-AmpC	685889027|WP_031630420.1|1|1|blaPDC-71|blaPDC|hydrolase|class_C_beta-lactamase_PDC-71	Class C beta-lactamases [ARO:3000076;ARO:3000019]	581.0
MB-RF047	PDC	685979280|WP_031687354.1|1|1|blaPDC-117|blaPDC|hydrolase|class_C_beta-lactamase_PDC-117	PDC betalactamase (class C) [ARO:3000098]	875.0
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	685979280|WP_031687354.1|1|1|blaPDC-117|blaPDC|hydrolase|class_C_beta-lactamase_PDC-117	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	605.8
MB-RF036	ClassC-AmpC	685979280|WP_031687354.1|1|1|blaPDC-117|blaPDC|hydrolase|class_C_beta-lactamase_PDC-117	Class C beta-lactamases [ARO:3000076;ARO:3000019]	581.2
MB-RF047	PDC	685983014|WP_031690214.1|1|1|blaPDC-103|blaPDC|hydrolase|class_C_beta-lactamase_PDC-103	PDC betalactamase (class C) [ARO:3000098]	872.8
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	685983014|WP_031690214.1|1|1|blaPDC-103|blaPDC|hydrolase|class_C_beta-lactamase_PDC-103	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	604.7
MB-RF036	ClassC-AmpC	685983014|WP_031690214.1|1|1|blaPDC-103|blaPDC|hydrolase|class_C_beta-lactamase_PDC-103	Class C beta-lactamases [ARO:3000076;ARO:3000019]	580.0
MB-RF047	PDC	685986033|WP_031692400.1|1|1|blaPDC-115|blaPDC|hydrolase|class_C_beta-lactamase_PDC-115	PDC betalactamase (class C) [ARO:3000098]	874.2
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	685986033|WP_031692400.1|1|1|blaPDC-115|blaPDC|hydrolase|class_C_beta-lactamase_PDC-115	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	604.6
MB-RF036	ClassC-AmpC	685986033|WP_031692400.1|1|1|blaPDC-115|blaPDC|hydrolase|class_C_beta-lactamase_PDC-115	Class C beta-lactamases [ARO:3000076;ARO:3000019]	580.1
MB-RF006	ABCAntibioticEffluxPump	686170966|WP_031795517.1|1|1|vga(E)|vga(E)|target_protection|ABC-F_type_ribosomal_protection_protein_Vga(E)	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	103.4
MB-RF030	CARB	686257849|WP_031841337.1|1|1|blaCARB-47|blaCARB|hydrolase|carbenicillin-hydrolyzing_class_A_beta-lactamase_CARB-47	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	506.2
MB-RF034	ClassA	686257849|WP_031841337.1|1|1|blaCARB-47|blaCARB|hydrolase|carbenicillin-hydrolyzing_class_A_beta-lactamase_CARB-47	Class A beta-lactamase [ARO:3000078]	356.6
MB-RF030	CARB	686266368|WP_031847165.1|1|1|blaCARB-46|blaCARB|hydrolase|carbenicillin-hydrolyzing_class_A_beta-lactamase_CARB-46	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	505.9
MB-RF034	ClassA	686266368|WP_031847165.1|1|1|blaCARB-46|blaCARB|hydrolase|carbenicillin-hydrolyzing_class_A_beta-lactamase_CARB-46	Class A beta-lactamase [ARO:3000078]	355.6
MB-RF016	ANT6	686417596|WP_031916103.1|1|1|str|str|nucleotidyltransferase|streptomycin_adenylyltransferase_Str	Aminoglycoside Nucleotidyltransferase (ANT6) [ARO:3000225]	389.0
MB-RF048	CTX-M	690045636|WP_031942271.1|1|1|blaCTX-M-123|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-123	CTX-M beta-lactamase (class a) [ARO:3000016]	627.7
MB-RF034	ClassA	690045636|WP_031942271.1|1|1|blaCTX-M-123|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-123	Class A beta-lactamase [ARO:3000078]	389.6
MB-RF129	TetA	690046024|WP_031942321.1|1|1|tet(A)|tet(A)|efflux|tetracycline_efflux_MFS_transporter_Tet(A)	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	621.9
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	690046024|WP_031942321.1|1|1|tet(A)|tet(A)|efflux|tetracycline_efflux_MFS_transporter_Tet(A)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	398.5
MB-RF086	MFSAntibioticEffluxPump	690046024|WP_031942321.1|1|1|tet(A)|tet(A)|efflux|tetracycline_efflux_MFS_transporter_Tet(A)	major facilitator superfamily (MFS) antibiotic efflux pump	223.4
MB-RF034	ClassA	690403011|WP_031942394.1|1|1|blaLAP-1|blaLAP|hydrolase|class_A_beta-lactamase_LAP-1	Class A beta-lactamase [ARO:3000078]	365.5
MB-RF130	TetA-B	690406112|WP_031942563.1|1|1|tet(B)|tet(B)|efflux|tetracycline_efflux_MFS_transporter_Tet(B)	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	903.8
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	690406112|WP_031942563.1|1|1|tet(B)|tet(B)|efflux|tetracycline_efflux_MFS_transporter_Tet(B)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	381.7
MB-RF086	MFSAntibioticEffluxPump	690406112|WP_031942563.1|1|1|tet(B)|tet(B)|efflux|tetracycline_efflux_MFS_transporter_Tet(B)	major facilitator superfamily (MFS) antibiotic efflux pump	201.5
MB-RF014	ANT3	690411156|WP_031942898.1|1|1|aadA1|aadA1|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	519.2
MB-RF012	ANT	690411156|WP_031942898.1|1|1|aadA1|aadA1|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	Aminoglycoside Nucleotidyltransferase	493.1
MB-RF011	Aminoglycoside	690411156|WP_031942898.1|1|1|aadA1|aadA1|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	Determinant of Aminoglycoside Resistance	402.6
MB-RF063	IMP	690413939|WP_031943232.1|1|1|blaIMP-31|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-31	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	510.8
MB-RF123	SubclassB1	690413939|WP_031943232.1|1|1|blaIMP-31|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-31	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	265.6
MB-RF035	ClassB	690413939|WP_031943232.1|1|1|blaIMP-31|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-31	Class B beta-lactamase [ARO:3000004]	255.0
MB-RF101	OXA-cluster8	690989658|WP_031960432.1|1|1|blaOXA-95|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-95	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	623.5
MB-RF093	OXA	690989658|WP_031960432.1|1|1|blaOXA-95|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-95	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	414.1
MB-RF037	ClassD	690989658|WP_031960432.1|1|1|blaOXA-95|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-95	Class D beta-lactamases [ARO:3000075;ARO:3000017]	403.5
MB-RF036	ClassC-AmpC	690991483|WP_031961878.1|1|1|blaADC-171|blaADC|hydrolase|class_C_beta-lactamase_ADC-171	Class C beta-lactamases [ARO:3000076;ARO:3000019]	562.7
MB-RF101	OXA-cluster8	690994124|WP_031963705.1|1|1|blaOXA-106|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-106	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	623.0
MB-RF093	OXA	690994124|WP_031963705.1|1|1|blaOXA-106|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-106	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	412.3
MB-RF037	ClassD	690994124|WP_031963705.1|1|1|blaOXA-106|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-106	Class D beta-lactamases [ARO:3000075;ARO:3000017]	402.2
MB-RF036	ClassC-AmpC	690996864|WP_031965243.1|1|1|blaADC-50|blaADC|hydrolase|class_C_extended-spectrum_beta-lactamase_ADC-50	Class C beta-lactamases [ARO:3000076;ARO:3000019]	568.8
MB-RF036	ClassC-AmpC	691010042|WP_031973850.1|1|1|blaADC-56|blaADC|hydrolase|cefepime-hydrolyzing_class_C_extended-spectrum_beta-lactamase_ADC-56	Class C beta-lactamases [ARO:3000076;ARO:3000019]	566.9
MB-RF101	OXA-cluster8	691014938|WP_031976872.1|1|1|blaOXA-314|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-314	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	622.8
MB-RF093	OXA	691014938|WP_031976872.1|1|1|blaOXA-314|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-314	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	414.3
MB-RF037	ClassD	691014938|WP_031976872.1|1|1|blaOXA-314|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-314	Class D beta-lactamases [ARO:3000075;ARO:3000017]	403.9
MB-RF101	OXA-cluster8	691016980|WP_031978611.1|1|1|blaOXA-217|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-217	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	620.0
MB-RF093	OXA	691016980|WP_031978611.1|1|1|blaOXA-217|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-217	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	410.4
MB-RF037	ClassD	691016980|WP_031978611.1|1|1|blaOXA-217|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-217	Class D beta-lactamases [ARO:3000075;ARO:3000017]	399.5
MB-RF036	ClassC-AmpC	691020409|WP_031980335.1|1|1|blaADC-162|blaADC|hydrolase|class_C_beta-lactamase_ADC-162	Class C beta-lactamases [ARO:3000076;ARO:3000019]	567.1
MB-RF101	OXA-cluster8	691051692|WP_031998610.1|1|1|blaOXA-716|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-716	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	617.4
MB-RF093	OXA	691051692|WP_031998610.1|1|1|blaOXA-716|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-716	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	410.1
MB-RF037	ClassD	691051692|WP_031998610.1|1|1|blaOXA-716|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-716	Class D beta-lactamases [ARO:3000075;ARO:3000017]	398.9
MB-RF101	OXA-cluster8	691054338|WP_032000166.1|1|1|blaOXA-70|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-70	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	621.0
MB-RF093	OXA	691054338|WP_032000166.1|1|1|blaOXA-70|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-70	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	411.6
MB-RF037	ClassD	691054338|WP_032000166.1|1|1|blaOXA-70|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-70	Class D beta-lactamases [ARO:3000075;ARO:3000017]	401.3
MB-RF101	OXA-cluster8	691059842|WP_032003497.1|1|1|blaOXA-502|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-502	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	563.7
MB-RF093	OXA	691059842|WP_032003497.1|1|1|blaOXA-502|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-502	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	385.9
MB-RF037	ClassD	691059842|WP_032003497.1|1|1|blaOXA-502|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-502	Class D beta-lactamases [ARO:3000075;ARO:3000017]	378.6
MB-RF101	OXA-cluster8	691064087|WP_032007272.1|1|1|blaOXA-506|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-506	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	562.8
MB-RF093	OXA	691064087|WP_032007272.1|1|1|blaOXA-506|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-506	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	385.8
MB-RF037	ClassD	691064087|WP_032007272.1|1|1|blaOXA-506|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-506	Class D beta-lactamases [ARO:3000075;ARO:3000017]	378.6
MB-RF101	OXA-cluster8	691082280|WP_032018141.1|1|1|blaOXA-717|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-717	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	621.2
MB-RF093	OXA	691082280|WP_032018141.1|1|1|blaOXA-717|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-717	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	413.0
MB-RF037	ClassD	691082280|WP_032018141.1|1|1|blaOXA-717|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-717	Class D beta-lactamases [ARO:3000075;ARO:3000017]	402.6
MB-RF101	OXA-cluster8	691099235|WP_032025569.1|1|1|blaOXA-337|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-337	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	617.3
MB-RF093	OXA	691099235|WP_032025569.1|1|1|blaOXA-337|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-337	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	410.2
MB-RF037	ClassD	691099235|WP_032025569.1|1|1|blaOXA-337|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-337	Class D beta-lactamases [ARO:3000075;ARO:3000017]	400.5
MB-RF036	ClassC-AmpC	691101865|WP_032027415.1|1|1|blaADC-172|blaADC|hydrolase|class_C_beta-lactamase_ADC-172	Class C beta-lactamases [ARO:3000076;ARO:3000019]	563.0
MB-RF101	OXA-cluster8	691108319|WP_032030965.1|1|1|blaOXA-132|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-132	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	619.7
MB-RF093	OXA	691108319|WP_032030965.1|1|1|blaOXA-132|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-132	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	411.1
MB-RF037	ClassD	691108319|WP_032030965.1|1|1|blaOXA-132|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-132	Class D beta-lactamases [ARO:3000075;ARO:3000017]	400.6
MB-RF101	OXA-cluster8	691117583|WP_032037742.1|1|1|blaOXA-441|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-441	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	619.3
MB-RF093	OXA	691117583|WP_032037742.1|1|1|blaOXA-441|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-441	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	410.0
MB-RF037	ClassD	691117583|WP_032037742.1|1|1|blaOXA-441|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-441	Class D beta-lactamases [ARO:3000075;ARO:3000017]	399.6
MB-RF036	ClassC-AmpC	691117724|WP_032037870.1|1|1|blaADC-160|blaADC|hydrolase|class_C_beta-lactamase_ADC-160	Class C beta-lactamases [ARO:3000076;ARO:3000019]	569.9
MB-RF036	ClassC-AmpC	691120398|WP_032039838.1|1|1|blaADC-139|blaADC|hydrolase|class_C_beta-lactamase_ADC-139	Class C beta-lactamases [ARO:3000076;ARO:3000019]	571.8
MB-RF101	OXA-cluster8	691137957|WP_032051604.1|1|1|blaOXA-374|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-374	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	620.4
MB-RF093	OXA	691137957|WP_032051604.1|1|1|blaOXA-374|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-374	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	413.0
MB-RF037	ClassD	691137957|WP_032051604.1|1|1|blaOXA-374|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-374	Class D beta-lactamases [ARO:3000075;ARO:3000017]	402.5
MB-RF101	OXA-cluster8	691140431|WP_032053762.1|1|1|blaOXA-819|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-819	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	564.3
MB-RF093	OXA	691140431|WP_032053762.1|1|1|blaOXA-819|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-819	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	388.5
MB-RF037	ClassD	691140431|WP_032053762.1|1|1|blaOXA-819|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-819	Class D beta-lactamases [ARO:3000075;ARO:3000017]	380.9
MB-RF036	ClassC-AmpC	691142139|WP_032055358.1|1|1|blaADC-43|blaADC|hydrolase|class_C_extended-spectrum_beta-lactamase_ADC-43	Class C beta-lactamases [ARO:3000076;ARO:3000019]	570.1
MB-RF101	OXA-cluster8	691143886|WP_032057042.1|1|1|blaOXA-820|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-820	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	556.4
MB-RF093	OXA	691143886|WP_032057042.1|1|1|blaOXA-820|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-820	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	382.8
MB-RF037	ClassD	691143886|WP_032057042.1|1|1|blaOXA-820|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-820	Class D beta-lactamases [ARO:3000075;ARO:3000017]	375.3
MB-RF101	OXA-cluster8	691145789|WP_032058439.1|1|1|blaOXA-378|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-378	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	619.6
MB-RF093	OXA	691145789|WP_032058439.1|1|1|blaOXA-378|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-378	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	408.7
MB-RF037	ClassD	691145789|WP_032058439.1|1|1|blaOXA-378|blaOXA-51_like|hydrolase|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-378	Class D beta-lactamases [ARO:3000075;ARO:3000017]	398.5
MB-RF036	ClassC-AmpC	691150664|WP_032062810.1|1|1|blaADC-141|blaADC|hydrolase|class_C_beta-lactamase_ADC-141	Class C beta-lactamases [ARO:3000076;ARO:3000019]	570.0
MB-RF036	ClassC-AmpC	691160398|WP_032068214.1|1|1|blaADC-164|blaADC|hydrolase|class_C_beta-lactamase_ADC-164	Class C beta-lactamases [ARO:3000076;ARO:3000019]	567.2
MB-RF036	ClassC-AmpC	691165248|WP_032071188.1|1|1|blaADC-173|blaADC|hydrolase|class_C_beta-lactamase_ADC-173	Class C beta-lactamases [ARO:3000076;ARO:3000019]	559.3
MB-RF042	FOX	691331132|WP_032072107.1|1|1|blaFOX-7|blaFOX|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_FOX-7	FOX betalactamase (class C) [ARO:3000067]	890.9
MB-RF039	CMY-MOX-FOX	691331132|WP_032072107.1|1|1|blaFOX-7|blaFOX|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_FOX-7	A grouping of related CMY, MOX, FOX betalactamase (class C)	731.5
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	691331132|WP_032072107.1|1|1|blaFOX-7|blaFOX|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_FOX-7	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	608.4
MB-RF036	ClassC-AmpC	691331132|WP_032072107.1|1|1|blaFOX-7|blaFOX|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_FOX-7	Class C beta-lactamases [ARO:3000076;ARO:3000019]	585.2
MB-RF127	TEM	691334079|WP_032072208.1|1|1|blaTEM-210|blaTEM|hydrolase|class_A_beta-lactamase_TEM-210	TEM beta-lactamase (class a) [ARO:3000014]	670.8
MB-RF034	ClassA	691334079|WP_032072208.1|1|1|blaTEM-210|blaTEM|hydrolase|class_A_beta-lactamase_TEM-210	Class A beta-lactamase [ARO:3000078]	471.6
MB-RF048	CTX-M	691345075|WP_032072602.1|1|1|blaCTX-M-5|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-5	CTX-M beta-lactamase (class a) [ARO:3000016]	612.8
MB-RF034	ClassA	691345075|WP_032072602.1|1|1|blaCTX-M-5|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-5	Class A beta-lactamase [ARO:3000078]	397.9
MB-RF049	DHA	692181423|WP_032097955.1|1|1|blaDHA-4|blaDHA|hydrolase|class_C_beta-lactamase_DHA-4	DHA beta-lactamase (class c) [ARO:3000068]	894.6
MB-RF036	ClassC-AmpC	692181423|WP_032097955.1|1|1|blaDHA-4|blaDHA|hydrolase|class_C_beta-lactamase_DHA-4	Class C beta-lactamases [ARO:3000076;ARO:3000019]	568.1
MB-RF127	TEM	693052695|WP_032221497.1|1|1|blaTEM-105|blaTEM|hydrolase|class_A_beta-lactamase_TEM-105	TEM beta-lactamase (class a) [ARO:3000014]	671.6
MB-RF034	ClassA	693052695|WP_032221497.1|1|1|blaTEM-105|blaTEM|hydrolase|class_A_beta-lactamase_TEM-105	Class A beta-lactamase [ARO:3000078]	473.1
MB-RF048	CTX-M	693133377|WP_032277257.1|1|1|blaCTX-M-27|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-27	CTX-M beta-lactamase (class a) [ARO:3000016]	628.6
MB-RF034	ClassA	693133377|WP_032277257.1|1|1|blaCTX-M-27|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-27	Class A beta-lactamase [ARO:3000078]	399.3
