Accession	family	query_name	Resfams_description
RF0148	Transpeptidase	gb|AHL30279.1|ARO:3001565|OXA-379	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	114.5
RF0159	vanY	gb|AAF36805.1|ARO:3002958|vanYF	VanY: glycopeptide resistance gene [ARO:3000077]	393.7
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|CCK86741.1|ARO:3001835|ACT-13	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	717.6
RF0055	ClassC-AmpC	gb|CCK86741.1|ARO:3001835|ACT-13	Class C beta-lactamases [ARO:3000076;ARO:3000019]	629.5
RF0038	Beta-lactamase	gb|CCK86741.1|ARO:3001835|ACT-13	PF00144.19 Beta-lactamase [ARO:3000001]	294.2
RF0059	CTXM	gb|ABA62022.1|ARO:3001913|CTX-M-51	CTX-M beta-lactamase (class a) [ARO:3000016]	626.5
RF0053	ClassA	gb|ABA62022.1|ARO:3001913|CTX-M-51	Class A beta-lactamase [ARO:3000078]	421.4
RF0039	Beta-lactamase2	gb|ABA62022.1|ARO:3001913|CTX-M-51	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	140.8
RF0038	Beta-lactamase	gb|ABA62022.1|ARO:3001913|CTX-M-51	PF00144.19 Beta-lactamase [ARO:3000001]	112.1
RF0056	ClassD	gb|AHC31001.1|ARO:3001807|OXA-246	Class D beta-lactamases [ARO:3000075;ARO:3000017]	340.3
RF0148	Transpeptidase	gb|AHC31001.1|ARO:3001807|OXA-246	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	123.3
RF0164	RND_mfp	gb|BAE77781.1|ARO:3000795|mdtE	TIGR01730_RND_mfp: efflux transporter, RND family, MFP subunit	267.6
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AIT76088.1|ARO:3001852|ACT-32	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	716.9
RF0055	ClassC-AmpC	gb|AIT76088.1|ARO:3001852|ACT-32	Class C beta-lactamases [ARO:3000076;ARO:3000019]	631.7
RF0038	Beta-lactamase	gb|AIT76088.1|ARO:3001852|ACT-32	PF00144.19 Beta-lactamase [ARO:3000001]	292.7
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AHA80106.1|ARO:3001842|ACT-21	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	717.1
RF0055	ClassC-AmpC	gb|AHA80106.1|ARO:3001842|ACT-21	Class C beta-lactamases [ARO:3000076;ARO:3000019]	631.6
RF0038	Beta-lactamase	gb|AHA80106.1|ARO:3001842|ACT-21	PF00144.19 Beta-lactamase [ARO:3000001]	292.2
RF0059	CTXM	gb|AAK71471.1|ARO:3001880|CTX-M-17	CTX-M beta-lactamase (class a) [ARO:3000016]	628.4
RF0053	ClassA	gb|AAK71471.1|ARO:3001880|CTX-M-17	Class A beta-lactamase [ARO:3000078]	427.9
RF0039	Beta-lactamase2	gb|AAK71471.1|ARO:3001880|CTX-M-17	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.5
RF0038	Beta-lactamase	gb|AAK71471.1|ARO:3001880|CTX-M-17	PF00144.19 Beta-lactamase [ARO:3000001]	117.5
RF0155	vanS	gb|AAA65954.1|ARO:3002931|vanSA	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	485.0
RF0119	SHV-LEN	gb|CAJ19603.1|ARO:3002423|OKP-A-6	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	591.8
RF0053	ClassA	gb|CAJ19603.1|ARO:3002423|OKP-A-6	Class A beta-lactamase [ARO:3000078]	415.2
RF0039	Beta-lactamase2	gb|CAJ19603.1|ARO:3002423|OKP-A-6	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.7
RF0038	Beta-lactamase	gb|CAJ19603.1|ARO:3002423|OKP-A-6	PF00144.19 Beta-lactamase [ARO:3000001]	107.1
RF0011	Acetyltransf_1	gb|BAO21229.1|ARO:3003199|AAC(6')-Iak	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	56.7
RF0015	Acetyltransf_8	gb|BAO21229.1|ARO:3003199|AAC(6')-Iak	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	27.8
RF0059	CTXM	gb|AGG08693.1|ARO:3001995|CTX-M-136	CTX-M beta-lactamase (class a) [ARO:3000016]	632.4
RF0053	ClassA	gb|AGG08693.1|ARO:3001995|CTX-M-136	Class A beta-lactamase [ARO:3000078]	420.1
RF0039	Beta-lactamase2	gb|AGG08693.1|ARO:3001995|CTX-M-136	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	143.5
RF0038	Beta-lactamase	gb|AGG08693.1|ARO:3001995|CTX-M-136	PF00144.19 Beta-lactamase [ARO:3000001]	105.9
RF0011	Acetyltransf_1	gb|BAD12078.1|ARO:3002572|AAC(6')-Iad	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	59.0
RF0015	Acetyltransf_8	gb|BAD12078.1|ARO:3002572|AAC(6')-Iad	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	42.9
RF0014	Acetyltransf_7	gb|BAD12078.1|ARO:3002572|AAC(6')-Iad	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	39.2
RF0012	Acetyltransf_3	gb|BAD12078.1|ARO:3002572|AAC(6')-Iad	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	32.8
RF0013	Acetyltransf_4	gb|BAD12078.1|ARO:3002572|AAC(6')-Iad	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	23.7
RF0055	ClassC-AmpC	gb|ACH58991.1|ARO:3002484|LRA-13	Class C beta-lactamases [ARO:3000076;ARO:3000019]	511.0
RF0038	Beta-lactamase	gb|ACH58991.1|ARO:3002484|LRA-13	PF00144.19 Beta-lactamase [ARO:3000001]	227.6
RF0148	Transpeptidase	gb|ACH58991.1|ARO:3002484|LRA-13	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	110.3
RF0063	DHFR_1	gb|CBL80435.1|ARO:3002869|dfrK	PF00186.14 Dihydrofolate reductase [ARO:3000745]	199.6
RF0076	GES	gb|ACT09140.1|ARO:3002387|BEL-3	GES beta-lactamase (class a) [ARO:3000066]	321.7
RF0053	ClassA	gb|ACT09140.1|ARO:3002387|BEL-3	Class A beta-lactamase [ARO:3000078]	302.2
RF0039	Beta-lactamase2	gb|ACT09140.1|ARO:3002387|BEL-3	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	120.3
RF0038	Beta-lactamase	gb|ACT09140.1|ARO:3002387|BEL-3	PF00144.19 Beta-lactamase [ARO:3000001]	71.0
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADH82410.1|ARO:3002058|CMY-47	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	772.1
RF0055	ClassC-AmpC	gb|ADH82410.1|ARO:3002058|CMY-47	Class C beta-lactamases [ARO:3000076;ARO:3000019]	649.9
RF0038	Beta-lactamase	gb|ADH82410.1|ARO:3002058|CMY-47	PF00144.19 Beta-lactamase [ARO:3000001]	296.4
RF0126	TEM	gb|AGL39384.1|ARO:3001385|TEM-208	TEM beta-lactamase (class a) [ARO:3000014]	671.7
RF0053	ClassA	gb|AGL39384.1|ARO:3001385|TEM-208	Class A beta-lactamase [ARO:3000078]	424.3
RF0039	Beta-lactamase2	gb|AGL39384.1|ARO:3001385|TEM-208	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	133.9
RF0038	Beta-lactamase	gb|AGL39384.1|ARO:3001385|TEM-208	PF00144.19 Beta-lactamase [ARO:3000001]	106.1
RF0030	ANT9	gb|AGW81558.1|ARO:3002631|spd	Aminoglycoside Nucleotidyltransferase (ANT9) [ARO:3000228]	264.4
RF0119	SHV-LEN	gb|AAG01039.1|ARO:3001085|SHV-27	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.9
RF0053	ClassA	gb|AAG01039.1|ARO:3001085|SHV-27	Class A beta-lactamase [ARO:3000078]	425.1
RF0039	Beta-lactamase2	gb|AAG01039.1|ARO:3001085|SHV-27	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	124.8
RF0038	Beta-lactamase	gb|AAG01039.1|ARO:3001085|SHV-27	PF00144.19 Beta-lactamase [ARO:3000001]	111.2
RF0155	vanS	gb|AAR84673.1|ARO:3002936|vanSF	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	446.5
RF0091	marA	gb|BAA15221.2|ARO:3000263|marA	marA: transcription factor induces MDR efflux pump AcrAB [ARO:3000263]	303.6
RF0079	HTH_AraC	gb|BAA15221.2|ARO:3000263|marA	"PF00165.18 Bacterial regulatory helix-turn-helix proteins, AraC family" [ARO:3000000]	64.1
RF0033	APH3	gb|CAA37605.1|ARO:3002638|APH(3'')-Ia	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	154.3
RF0032	APH	gb|CAA37605.1|ARO:3002638|APH(3'')-Ia	PF01636.18 Phosphotransferase enzyme family [ARO:3000000]	111.0
RF0144	D_ala_D_ala	gb|ACL82961.1|ARO:3002911|vanM	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	302.8
RF0060	Dala_Dala_lig_C	gb|ACL82961.1|ARO:3002911|vanM	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	238.5
RF0061	Dala_Dala_lig_N	gb|ACL82961.1|ARO:3002911|vanM	PF01820.16 D-ala D-ala ligase N-terminus [ARO:3000000]	116.0
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ABN51006.1|ARO:3002045|CMY-34	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	781.5
RF0055	ClassC-AmpC	gb|ABN51006.1|ARO:3002045|CMY-34	Class C beta-lactamases [ARO:3000076;ARO:3000019]	652.5
RF0038	Beta-lactamase	gb|ABN51006.1|ARO:3002045|CMY-34	PF00144.19 Beta-lactamase [ARO:3000001]	292.0
RF0119	SHV-LEN	gb|AAG49894.1|ARO:3001087|SHV-29	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.1
RF0053	ClassA	gb|AAG49894.1|ARO:3001087|SHV-29	Class A beta-lactamase [ARO:3000078]	426.3
RF0039	Beta-lactamase2	gb|AAG49894.1|ARO:3001087|SHV-29	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.6
RF0038	Beta-lactamase	gb|AAG49894.1|ARO:3001087|SHV-29	PF00144.19 Beta-lactamase [ARO:3000001]	108.5
RF0056	ClassD	gb|AAQ76277.1|ARO:3001796|OXA-50	Class D beta-lactamases [ARO:3000075;ARO:3000017]	315.0
RF0148	Transpeptidase	gb|AAQ76277.1|ARO:3001796|OXA-50	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	88.5
RF0039	Beta-lactamase2	gb|AAQ76277.1|ARO:3001796|OXA-50	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	24.4
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AHL39336.1|ARO:3001844|ACT-24	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	719.0
RF0055	ClassC-AmpC	gb|AHL39336.1|ARO:3001844|ACT-24	Class C beta-lactamases [ARO:3000076;ARO:3000019]	633.3
RF0038	Beta-lactamase	gb|AHL39336.1|ARO:3001844|ACT-24	PF00144.19 Beta-lactamase [ARO:3000001]	291.0
RF0059	CTXM	gb|AAP22736.1|ARO:3001891|CTX-M-29	CTX-M beta-lactamase (class a) [ARO:3000016]	628.2
RF0053	ClassA	gb|AAP22736.1|ARO:3001891|CTX-M-29	Class A beta-lactamase [ARO:3000078]	421.1
RF0039	Beta-lactamase2	gb|AAP22736.1|ARO:3001891|CTX-M-29	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.4
RF0038	Beta-lactamase	gb|AAP22736.1|ARO:3001891|CTX-M-29	PF00144.19 Beta-lactamase [ARO:3000001]	112.0
RF0126	TEM	gb|CAJ66089.1|ARO:3001017|TEM-150	TEM beta-lactamase (class a) [ARO:3000014]	672.1
RF0053	ClassA	gb|CAJ66089.1|ARO:3001017|TEM-150	Class A beta-lactamase [ARO:3000078]	426.7
RF0039	Beta-lactamase2	gb|CAJ66089.1|ARO:3001017|TEM-150	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.5
RF0038	Beta-lactamase	gb|CAJ66089.1|ARO:3001017|TEM-150	PF00144.19 Beta-lactamase [ARO:3000001]	106.2
RF0080	IMP	gb|AFR33816.1|ARO:3002223|IMP-32	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	515.7
RF0123	SubclassB1	gb|AFR33816.1|ARO:3002223|IMP-32	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	302.2
RF0054	ClassB	gb|AFR33816.1|ARO:3002223|IMP-32	Class B beta-lactamase [ARO:3000004]	249.7
RF0124	SubclassB2	gb|AFR33816.1|ARO:3002223|IMP-32	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	59.0
RF0085	Lactamase_B	gb|AFR33816.1|ARO:3002223|IMP-32	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	50.0
RF0119	SHV-LEN	gb|AFQ23966.1|ARO:3001199|SHV-160	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.5
RF0053	ClassA	gb|AFQ23966.1|ARO:3001199|SHV-160	Class A beta-lactamase [ARO:3000078]	426.8
RF0039	Beta-lactamase2	gb|AFQ23966.1|ARO:3001199|SHV-160	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.0
RF0038	Beta-lactamase	gb|AFQ23966.1|ARO:3001199|SHV-160	PF00144.19 Beta-lactamase [ARO:3000001]	112.8
RF0167	Aminoglyc_resit	gb|ABR14060.1|ARO:3002838|lnuD	PF10706.4_Aminoglycoside-2''-adenylyltransferase	38.4
RF0059	CTXM	gb|AAZ14955.1|ARO:3001905|CTX-M-43	CTX-M beta-lactamase (class a) [ARO:3000016]	611.2
RF0053	ClassA	gb|AAZ14955.1|ARO:3001905|CTX-M-43	Class A beta-lactamase [ARO:3000078]	429.5
RF0039	Beta-lactamase2	gb|AAZ14955.1|ARO:3001905|CTX-M-43	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	147.2
RF0038	Beta-lactamase	gb|AAZ14955.1|ARO:3001905|CTX-M-43	PF00144.19 Beta-lactamase [ARO:3000001]	118.2
RF0148	Transpeptidase	gb|AAZ14955.1|ARO:3001905|CTX-M-43	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	23.1
RF0056	ClassD	gb|AAK55330.1|ARO:3001768|OXA-118	Class D beta-lactamases [ARO:3000075;ARO:3000017]	333.4
RF0148	Transpeptidase	gb|AAK55330.1|ARO:3001768|OXA-118	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	133.2
RF0017	ACR_tran	gb|AAF42062.1|ARO:3000811|mtrD	PF00873.14 AcrB/AcrD/AcrF family [ARO:3000216;ARO:3000491;ARO:3000502]	1143.7
RF0115	RND_efflux	gb|AAF42062.1|ARO:3000811|mtrD	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	992.9
RF0011	Acetyltransf_1	gb|AAD03496.1|ARO:3002568|AAC(6')-Ix	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	58.3
RF0016	Acetyltransf_9	gb|AAD03496.1|ARO:3002568|AAC(6')-Ix	PF13527.1 Acetyltransferase (GNAT) domain [ARO:3000000]	30.3
RF0014	Acetyltransf_7	gb|AAD03496.1|ARO:3002568|AAC(6')-Ix	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	29.0
RF0113	Qnr	gb|ADM52194.1|ARO:3002745|QnrB30	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	371.3
RF0017	ACR_tran	gb|AAA74437.1|ARO:3000378|MexB	PF00873.14 AcrB/AcrD/AcrF family [ARO:3000216;ARO:3000491;ARO:3000502]	1466.1
RF0115	RND_efflux	gb|AAA74437.1|ARO:3000378|MexB	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	1110.2
RF0134	tet_MFS_efflux	gb|AAD09860.1|ARO:3000561|tet(30)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	479.6
RF0127	TetA	gb|AAD09860.1|ARO:3000561|tet(30)	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	460.5
RF0104	MFS_efflux	gb|AAD09860.1|ARO:3000561|tet(30)	major facilitator superfamily (MFS) antibiotic efflux pump [ARO:0010002]	406.1
RF0102	MFS_1	gb|AAD09860.1|ARO:3000561|tet(30)	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	195.4
RF0134	tet_MFS_efflux	gb|AAV80464.1|ARO:3000565|tet(38)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	306.7
RF0104	MFS_efflux	gb|AAV80464.1|ARO:3000565|tet(38)	major facilitator superfamily (MFS) antibiotic efflux pump [ARO:0010002]	252.1
RF0102	MFS_1	gb|AAV80464.1|ARO:3000565|tet(38)	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	118.0
RF0127	TetA	gb|AAN06707.1|ARO:3000165|tet(A)	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	704.0
RF0134	tet_MFS_efflux	gb|AAN06707.1|ARO:3000165|tet(A)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	587.6
RF0104	MFS_efflux	gb|AAN06707.1|ARO:3000165|tet(A)	major facilitator superfamily (MFS) antibiotic efflux pump [ARO:0010002]	526.4
RF0102	MFS_1	gb|AAN06707.1|ARO:3000165|tet(A)	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	160.8
RF0103	MFS_3	gb|AAN06707.1|ARO:3000165|tet(A)	PF05977.8 Transmembrane secretion effector [ARO:3000000]	23.5
RF0134	tet_MFS_efflux	gb|AAD25063.1|ARO:3000183|tet(Z)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	469.1
RF0104	MFS_efflux	gb|AAD25063.1|ARO:3000183|tet(Z)	major facilitator superfamily (MFS) antibiotic efflux pump [ARO:0010002]	422.1
RF0102	MFS_1	gb|AAD25063.1|ARO:3000183|tet(Z)	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	193.7
RF0103	MFS_3	gb|AAD25063.1|ARO:3000183|tet(Z)	PF05977.8 Transmembrane secretion effector [ARO:3000000]	22.0
RF0119	SHV-LEN	gb|CAQ03503.1|ARO:3001336|SHV-98	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.1
RF0053	ClassA	gb|CAQ03503.1|ARO:3001336|SHV-98	Class A beta-lactamase [ARO:3000078]	425.0
RF0039	Beta-lactamase2	gb|CAQ03503.1|ARO:3001336|SHV-98	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.7
RF0038	Beta-lactamase	gb|CAQ03503.1|ARO:3001336|SHV-98	PF00144.19 Beta-lactamase [ARO:3000001]	110.7
RF0059	CTXM	gb|AHX39589.1|ARO:3002006|CTX-M-148	CTX-M beta-lactamase (class a) [ARO:3000016]	624.7
RF0053	ClassA	gb|AHX39589.1|ARO:3002006|CTX-M-148	Class A beta-lactamase [ARO:3000078]	423.8
RF0039	Beta-lactamase2	gb|AHX39589.1|ARO:3002006|CTX-M-148	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	142.6
RF0038	Beta-lactamase	gb|AHX39589.1|ARO:3002006|CTX-M-148	PF00144.19 Beta-lactamase [ARO:3000001]	114.4
RF0119	SHV-LEN	gb|AAP41108.1|ARO:3001107|SHV-50	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	664.4
RF0053	ClassA	gb|AAP41108.1|ARO:3001107|SHV-50	Class A beta-lactamase [ARO:3000078]	423.6
RF0039	Beta-lactamase2	gb|AAP41108.1|ARO:3001107|SHV-50	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.3
RF0038	Beta-lactamase	gb|AAP41108.1|ARO:3001107|SHV-50	PF00144.19 Beta-lactamase [ARO:3000001]	109.1
RF0059	CTXM	gb|AAT68658.1|ARO:3001873|CTX-M-10	CTX-M beta-lactamase (class a) [ARO:3000016]	630.8
RF0053	ClassA	gb|AAT68658.1|ARO:3001873|CTX-M-10	Class A beta-lactamase [ARO:3000078]	421.5
RF0039	Beta-lactamase2	gb|AAT68658.1|ARO:3001873|CTX-M-10	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.7
RF0038	Beta-lactamase	gb|AAT68658.1|ARO:3001873|CTX-M-10	PF00144.19 Beta-lactamase [ARO:3000001]	108.8
RF0059	CTXM	gb|AJU57235.1|ARO:3003168|CTX-M-160	CTX-M beta-lactamase (class a) [ARO:3000016]	629.5
RF0053	ClassA	gb|AJU57235.1|ARO:3003168|CTX-M-160	Class A beta-lactamase [ARO:3000078]	429.3
RF0039	Beta-lactamase2	gb|AJU57235.1|ARO:3003168|CTX-M-160	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	146.1
RF0038	Beta-lactamase	gb|AJU57235.1|ARO:3003168|CTX-M-160	PF00144.19 Beta-lactamase [ARO:3000001]	119.4
RF0126	TEM	gb|ACJ04051.1|ARO:3001033|TEM-167	TEM beta-lactamase (class a) [ARO:3000014]	667.2
RF0053	ClassA	gb|ACJ04051.1|ARO:3001033|TEM-167	Class A beta-lactamase [ARO:3000078]	425.3
RF0039	Beta-lactamase2	gb|ACJ04051.1|ARO:3001033|TEM-167	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	131.4
RF0038	Beta-lactamase	gb|ACJ04051.1|ARO:3001033|TEM-167	PF00144.19 Beta-lactamase [ARO:3000001]	102.5
RF0124	SubclassB2	gb|AAP69914.1|ARO:3003102|cphA6	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	522.8
RF0054	ClassB	gb|AAP69914.1|ARO:3003102|cphA6	Class B beta-lactamase [ARO:3000004]	200.3
RF0123	SubclassB1	gb|AAP69914.1|ARO:3003102|cphA6	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	136.8
RF0085	Lactamase_B	gb|AAP69914.1|ARO:3003102|cphA6	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	47.8
RF0126	TEM	gb|AAF05613.1|ARO:3000942|TEM-76	TEM beta-lactamase (class a) [ARO:3000014]	670.9
RF0053	ClassA	gb|AAF05613.1|ARO:3000942|TEM-76	Class A beta-lactamase [ARO:3000078]	422.8
RF0039	Beta-lactamase2	gb|AAF05613.1|ARO:3000942|TEM-76	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	131.1
RF0038	Beta-lactamase	gb|AAF05613.1|ARO:3000942|TEM-76	PF00144.19 Beta-lactamase [ARO:3000001]	102.8
RF0056	ClassD	gb|AFB82783.1|ARO:3001396|OXA-1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	279.0
RF0148	Transpeptidase	gb|AFB82783.1|ARO:3001396|OXA-1	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	149.6
RF0119	SHV-LEN	gb|AFQ23961.1|ARO:3001194|SHV-155	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	667.3
RF0053	ClassA	gb|AFQ23961.1|ARO:3001194|SHV-155	Class A beta-lactamase [ARO:3000078]	430.8
RF0039	Beta-lactamase2	gb|AFQ23961.1|ARO:3001194|SHV-155	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.6
RF0038	Beta-lactamase	gb|AFQ23961.1|ARO:3001194|SHV-155	PF00144.19 Beta-lactamase [ARO:3000001]	112.6
RF0126	TEM	gb|ACO07310.1|ARO:3001020|TEM-154	TEM beta-lactamase (class a) [ARO:3000014]	669.6
RF0053	ClassA	gb|ACO07310.1|ARO:3001020|TEM-154	Class A beta-lactamase [ARO:3000078]	422.3
RF0039	Beta-lactamase2	gb|ACO07310.1|ARO:3001020|TEM-154	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	131.8
RF0038	Beta-lactamase	gb|ACO07310.1|ARO:3001020|TEM-154	PF00144.19 Beta-lactamase [ARO:3000001]	100.7
RF0056	ClassD	gb|CAC35728.1|ARO:3001424|OXA-29	Class D beta-lactamases [ARO:3000075;ARO:3000017]	239.1
RF0148	Transpeptidase	gb|CAC35728.1|ARO:3001424|OXA-29	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	164.3
RF0053	ClassA	gb|AAA93461.1|ARO:3001858|IMI-1	Class A beta-lactamase [ARO:3000078]	355.4
RF0039	Beta-lactamase2	gb|AAA93461.1|ARO:3001858|IMI-1	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	135.9
RF0038	Beta-lactamase	gb|AAA93461.1|ARO:3001858|IMI-1	PF00144.19 Beta-lactamase [ARO:3000001]	85.7
RF0162	VIM	gb|CAO83029.1|ARO:3002288|VIM-18	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	580.3
RF0054	ClassB	gb|CAO83029.1|ARO:3002288|VIM-18	Class B beta-lactamase [ARO:3000004]	306.3
RF0123	SubclassB1	gb|CAO83029.1|ARO:3002288|VIM-18	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	298.5
RF0124	SubclassB2	gb|CAO83029.1|ARO:3002288|VIM-18	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	63.7
RF0085	Lactamase_B	gb|CAO83029.1|ARO:3002288|VIM-18	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	63.7
RF0162	VIM	gb|AFP99175.1|ARO:3002303|VIM-33	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	592.3
RF0054	ClassB	gb|AFP99175.1|ARO:3002303|VIM-33	Class B beta-lactamase [ARO:3000004]	333.8
RF0123	SubclassB1	gb|AFP99175.1|ARO:3002303|VIM-33	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	318.8
RF0108	NDM-CcrA	gb|AFP99175.1|ARO:3002303|VIM-33	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	256.5
RF0085	Lactamase_B	gb|AFP99175.1|ARO:3002303|VIM-33	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	67.2
RF0124	SubclassB2	gb|AFP99175.1|ARO:3002303|VIM-33	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	65.4
