Accession	family	query_name	Resfams_description
RF0011	Acetyltransf_1	763027631|WP_043911783.1|1|1|aac(6')_Strep|aac(6')_Strep|acetyltransferase|aminoglycoside_6'-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	48.6
RF0012	Acetyltransf_3	763027631|WP_043911783.1|1|1|aac(6')_Strep|aac(6')_Strep|acetyltransferase|aminoglycoside_6'-N-acetyltransferase	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	47.3
RF0015	Acetyltransf_8	763027631|WP_043911783.1|1|1|aac(6')_Strep|aac(6')_Strep|acetyltransferase|aminoglycoside_6'-N-acetyltransferase	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	42.4
RF0013	Acetyltransf_4	763027631|WP_043911783.1|1|1|aac(6')_Strep|aac(6')_Strep|acetyltransferase|aminoglycoside_6'-N-acetyltransferase	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	32.6
RF0064	DIM-GIM-SIM	763060735|WP_043942497.1|1|1|blaPST-1|blaPST|hydrolase|subclass_B1_metallo-beta-lactamase_PST-1	"A grouping of the related DIM, GIM, and SIM beta-lactamases (subclass B1 (metallo-) beta-lactamases)" [ARO:3000848;ARO:3000845;ARO:3000846]	318.8
RF0123	SubclassB1	763060735|WP_043942497.1|1|1|blaPST-1|blaPST|hydrolase|subclass_B1_metallo-beta-lactamase_PST-1	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	301.3
RF0054	ClassB	763060735|WP_043942497.1|1|1|blaPST-1|blaPST|hydrolase|subclass_B1_metallo-beta-lactamase_PST-1	Class B beta-lactamase [ARO:3000004]	264.3
RF0162	VIM	763060735|WP_043942497.1|1|1|blaPST-1|blaPST|hydrolase|subclass_B1_metallo-beta-lactamase_PST-1	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	188.6
RF0124	SubclassB2	763060735|WP_043942497.1|1|1|blaPST-1|blaPST|hydrolase|subclass_B1_metallo-beta-lactamase_PST-1	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	56.1
RF0085	Lactamase_B	763060735|WP_043942497.1|1|1|blaPST-1|blaPST|hydrolase|subclass_B1_metallo-beta-lactamase_PST-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	46.1
RF0011	Acetyltransf_1	763150745|WP_044030410.1|1|1|aac(6')_Serra|aac(6')_Serra|acetyltransferase|aminoglycoside_6'-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	51.0
RF0015	Acetyltransf_8	763150745|WP_044030410.1|1|1|aac(6')_Serra|aac(6')_Serra|acetyltransferase|aminoglycoside_6'-N-acetyltransferase	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	42.7
RF0027	ANT3	763190381|WP_044067522.1|1|1|aadA6|aadA6|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA6	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	531.5
RF0166	ANT	763190381|WP_044067522.1|1|1|aadA6|aadA6|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA6	Aminoglycoside Nucleotidyltransferase	347.2
RF0161	VEB-PER	763233433|WP_044103626.1|1|1|blaVEB-21|blaVEB|hydrolase|class_A_extended-spectrum_beta-lactamase_VEB-21	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	574.5
RF0053	ClassA	763233433|WP_044103626.1|1|1|blaVEB-21|blaVEB|hydrolase|class_A_extended-spectrum_beta-lactamase_VEB-21	Class A beta-lactamase [ARO:3000078]	282.4
RF0039	Beta-lactamase2	763233433|WP_044103626.1|1|1|blaVEB-21|blaVEB|hydrolase|class_A_extended-spectrum_beta-lactamase_VEB-21	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	142.9
RF0038	Beta-lactamase	763233433|WP_044103626.1|1|1|blaVEB-21|blaVEB|hydrolase|class_A_extended-spectrum_beta-lactamase_VEB-21	PF00144.19 Beta-lactamase [ARO:3000001]	29.2
RF0084	L1	764517322|WP_044403015.1|1|1|blaPOM-1|blaPOM|hydrolase|subclass_B3_metallo-beta-lactamase_POM-1	L1 beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000582]	541.6
RF0125	SubclassB3	764517322|WP_044403015.1|1|1|blaPOM-1|blaPOM|hydrolase|subclass_B3_metallo-beta-lactamase_POM-1	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	371.2
RF0054	ClassB	764517322|WP_044403015.1|1|1|blaPOM-1|blaPOM|hydrolase|subclass_B3_metallo-beta-lactamase_POM-1	Class B beta-lactamase [ARO:3000004]	199.5
RF0085	Lactamase_B	764517322|WP_044403015.1|1|1|blaPOM-1|blaPOM|hydrolase|subclass_B3_metallo-beta-lactamase_POM-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	65.5
RF0015	Acetyltransf_8	764588668|WP_044424439.1|1|1|aac(6')-31|aac(6')-31|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-31	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	108.1
RF0012	Acetyltransf_3	764588668|WP_044424439.1|1|1|aac(6')-31|aac(6')-31|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-31	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	54.9
RF0011	Acetyltransf_1	764588668|WP_044424439.1|1|1|aac(6')-31|aac(6')-31|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-31	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	44.2
RF0013	Acetyltransf_4	764588668|WP_044424439.1|1|1|aac(6')-31|aac(6')-31|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-31	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	30.3
RF0119	SHV-LEN	764952601|WP_044522859.1|1|1|blaOKP-A-3|blaOKP-A|hydrolase|class_A_broad-spectrum_beta-lactamase_OKP-A-3	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	595.5
RF0053	ClassA	764952601|WP_044522859.1|1|1|blaOKP-A-3|blaOKP-A|hydrolase|class_A_broad-spectrum_beta-lactamase_OKP-A-3	Class A beta-lactamase [ARO:3000078]	415.7
RF0039	Beta-lactamase2	764952601|WP_044522859.1|1|1|blaOKP-A-3|blaOKP-A|hydrolase|class_A_broad-spectrum_beta-lactamase_OKP-A-3	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	124.9
RF0038	Beta-lactamase	764952601|WP_044522859.1|1|1|blaOKP-A-3|blaOKP-A|hydrolase|class_A_broad-spectrum_beta-lactamase_OKP-A-3	PF00144.19 Beta-lactamase [ARO:3000001]	105.8
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	765031466|WP_044597278.1|1|1|blaMIR-20|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-20	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	714.8
RF0055	ClassC-AmpC	765031466|WP_044597278.1|1|1|blaMIR-20|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-20	Class C beta-lactamases [ARO:3000076;ARO:3000019]	627.4
RF0038	Beta-lactamase	765031466|WP_044597278.1|1|1|blaMIR-20|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-20	PF00144.19 Beta-lactamase [ARO:3000001]	294.8
RF0056	ClassD	765035154|WP_044600959.1|1|1|blaOXA-594|blaOXA-61_like|hydrolase|OXA-61_family_class_D_beta-lactamase_OXA-594	Class D beta-lactamases [ARO:3000075;ARO:3000017]	266.7
RF0148	Transpeptidase	765035154|WP_044600959.1|1|1|blaOXA-594|blaOXA-61_like|hydrolase|OXA-61_family_class_D_beta-lactamase_OXA-594	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	93.7
RF0119	SHV-LEN	765286263|WP_044614545.1|1|1|blaLEN-8|blaLEN|hydrolase|class_A_beta-lactamase_LEN-8	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	606.6
RF0053	ClassA	765286263|WP_044614545.1|1|1|blaLEN-8|blaLEN|hydrolase|class_A_beta-lactamase_LEN-8	Class A beta-lactamase [ARO:3000078]	405.5
RF0039	Beta-lactamase2	765286263|WP_044614545.1|1|1|blaLEN-8|blaLEN|hydrolase|class_A_beta-lactamase_LEN-8	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	126.7
RF0038	Beta-lactamase	765286263|WP_044614545.1|1|1|blaLEN-8|blaLEN|hydrolase|class_A_beta-lactamase_LEN-8	PF00144.19 Beta-lactamase [ARO:3000001]	111.3
RF0133	TetM-TetW-TetO-TetS	765379712|WP_044666383.1|1|1|tet(O)|tet(O)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(O)	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	1226.9
RF0135	tet_ribosomoal_protect	765379712|WP_044666383.1|1|1|tet(O)|tet(O)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(O)	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	1104.1
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	765425998|WP_044699195.1|1|1|blaCMY-48|blaCMY|hydrolase|class_C_beta-lactamase_CMY-48	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	775.4
RF0055	ClassC-AmpC	765425998|WP_044699195.1|1|1|blaCMY-48|blaCMY|hydrolase|class_C_beta-lactamase_CMY-48	Class C beta-lactamases [ARO:3000076;ARO:3000019]	650.9
RF0038	Beta-lactamase	765425998|WP_044699195.1|1|1|blaCMY-48|blaCMY|hydrolase|class_C_beta-lactamase_CMY-48	PF00144.19 Beta-lactamase [ARO:3000001]	293.0
RF0059	CTXM	765441965|WP_044702041.1|1|1|blaCTX-M-39|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-39	CTX-M beta-lactamase (class a) [ARO:3000016]	613.4
RF0053	ClassA	765441965|WP_044702041.1|1|1|blaCTX-M-39|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-39	Class A beta-lactamase [ARO:3000078]	413.7
RF0039	Beta-lactamase2	765441965|WP_044702041.1|1|1|blaCTX-M-39|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-39	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	129.8
RF0038	Beta-lactamase	765441965|WP_044702041.1|1|1|blaCTX-M-39|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-39	PF00144.19 Beta-lactamase [ARO:3000001]	100.1
RF0148	Transpeptidase	765441965|WP_044702041.1|1|1|blaCTX-M-39|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-39	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	24.7
RF0055	ClassC-AmpC	765465338|WP_044718369.1|1|1|blaADC-147|blaADC|hydrolase|class_C_beta-lactamase_ADC-147	Class C beta-lactamases [ARO:3000076;ARO:3000019]	546.2
RF0038	Beta-lactamase	765465338|WP_044718369.1|1|1|blaADC-147|blaADC|hydrolase|class_C_beta-lactamase_ADC-147	PF00144.19 Beta-lactamase [ARO:3000001]	221.6
RF0056	ClassD	766599280|WP_044779552.1|1|1|blaOXA-638|blaOXA-184_like|hydrolase|OXA-184_family_class_D_beta-lactamase_OXA-638	Class D beta-lactamases [ARO:3000075;ARO:3000017]	259.4
RF0148	Transpeptidase	766599280|WP_044779552.1|1|1|blaOXA-638|blaOXA-184_like|hydrolase|OXA-184_family_class_D_beta-lactamase_OXA-638	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	89.0
RF0008	ABC_tran	76781988|AAX22079.2|1|1|mchF|mchF||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	PF00005.22 ABC transporter [ARO:0010001]	70.0
RF0148	Transpeptidase	771608095|WP_045219048.1|1|1|blaOXA-443|blaOXA-22_like|hydrolase|OXA-22_family_class_D_beta-lactamase_OXA-443	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	158.1
RF0056	ClassD	771608516|WP_045219469.1|1|1|blaOXA-444|blaOXA-60_like|hydrolase|OXA-60_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-444	Class D beta-lactamases [ARO:3000075;ARO:3000017]	292.9
RF0148	Transpeptidase	771608516|WP_045219469.1|1|1|blaOXA-444|blaOXA-60_like|hydrolase|OXA-60_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-444	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	103.5
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	772581133|WP_045261282.1|1|1|blaACT-49|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-49	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	714.1
RF0055	ClassC-AmpC	772581133|WP_045261282.1|1|1|blaACT-49|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-49	Class C beta-lactamases [ARO:3000076;ARO:3000019]	624.7
RF0038	Beta-lactamase	772581133|WP_045261282.1|1|1|blaACT-49|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-49	PF00144.19 Beta-lactamase [ARO:3000001]	290.1
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	772624199|WP_045269678.1|1|1|blaACT-51|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-51	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	722.1
RF0055	ClassC-AmpC	772624199|WP_045269678.1|1|1|blaACT-51|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-51	Class C beta-lactamases [ARO:3000076;ARO:3000019]	634.9
RF0038	Beta-lactamase	772624199|WP_045269678.1|1|1|blaACT-51|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-51	PF00144.19 Beta-lactamase [ARO:3000001]	296.0
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	772675957|WP_045286607.1|1|1|blaACT-50|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-50	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	715.9
RF0055	ClassC-AmpC	772675957|WP_045286607.1|1|1|blaACT-50|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-50	Class C beta-lactamases [ARO:3000076;ARO:3000019]	626.2
RF0038	Beta-lactamase	772675957|WP_045286607.1|1|1|blaACT-50|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-50	PF00144.19 Beta-lactamase [ARO:3000001]	293.8
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	772703496|WP_045295573.1|1|1|blaCMH-3|blaCMH|hydrolase|class_C_beta-lactamase_CMH-3	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	706.3
RF0055	ClassC-AmpC	772703496|WP_045295573.1|1|1|blaCMH-3|blaCMH|hydrolase|class_C_beta-lactamase_CMH-3	Class C beta-lactamases [ARO:3000076;ARO:3000019]	627.5
RF0038	Beta-lactamase	772703496|WP_045295573.1|1|1|blaCMH-3|blaCMH|hydrolase|class_C_beta-lactamase_CMH-3	PF00144.19 Beta-lactamase [ARO:3000001]	301.1
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	772738945|WP_045309142.1|1|1|blaACT-47|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-47	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	718.5
RF0055	ClassC-AmpC	772738945|WP_045309142.1|1|1|blaACT-47|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-47	Class C beta-lactamases [ARO:3000076;ARO:3000019]	632.9
RF0038	Beta-lactamase	772738945|WP_045309142.1|1|1|blaACT-47|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-47	PF00144.19 Beta-lactamase [ARO:3000001]	291.6
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779797391|WP_045328874.1|1|1|blaACT-40|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-40	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	716.5
RF0055	ClassC-AmpC	779797391|WP_045328874.1|1|1|blaACT-40|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-40	Class C beta-lactamases [ARO:3000076;ARO:3000019]	632.9
RF0038	Beta-lactamase	779797391|WP_045328874.1|1|1|blaACT-40|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-40	PF00144.19 Beta-lactamase [ARO:3000001]	294.7
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779806134|WP_045331469.1|1|1|blaACT-48|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-48	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	715.3
RF0055	ClassC-AmpC	779806134|WP_045331469.1|1|1|blaACT-48|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-48	Class C beta-lactamases [ARO:3000076;ARO:3000019]	627.3
RF0038	Beta-lactamase	779806134|WP_045331469.1|1|1|blaACT-48|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-48	PF00144.19 Beta-lactamase [ARO:3000001]	292.8
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779806809|WP_045331818.1|1|1|blaACT-41|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-41	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	719.5
RF0055	ClassC-AmpC	779806809|WP_045331818.1|1|1|blaACT-41|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-41	Class C beta-lactamases [ARO:3000076;ARO:3000019]	636.0
RF0038	Beta-lactamase	779806809|WP_045331818.1|1|1|blaACT-41|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-41	PF00144.19 Beta-lactamase [ARO:3000001]	294.4
RF0015	Acetyltransf_8	779809410|WP_045332676.1|1|1|aac(6')-IIc|aac(6')-IIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIc	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	107.3
RF0012	Acetyltransf_3	779809410|WP_045332676.1|1|1|aac(6')-IIc|aac(6')-IIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIc	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	51.2
RF0011	Acetyltransf_1	779809410|WP_045332676.1|1|1|aac(6')-IIc|aac(6')-IIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIc	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	44.9
RF0013	Acetyltransf_4	779809410|WP_045332676.1|1|1|aac(6')-IIc|aac(6')-IIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIc	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	28.6
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779820744|WP_045337464.1|1|1|blaACT-46|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-46	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	714.7
RF0055	ClassC-AmpC	779820744|WP_045337464.1|1|1|blaACT-46|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-46	Class C beta-lactamases [ARO:3000076;ARO:3000019]	632.5
RF0038	Beta-lactamase	779820744|WP_045337464.1|1|1|blaACT-46|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-46	PF00144.19 Beta-lactamase [ARO:3000001]	291.2
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779829263|WP_045340466.1|1|1|blaACT-44|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-44	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	717.1
RF0055	ClassC-AmpC	779829263|WP_045340466.1|1|1|blaACT-44|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-44	Class C beta-lactamases [ARO:3000076;ARO:3000019]	633.5
RF0038	Beta-lactamase	779829263|WP_045340466.1|1|1|blaACT-44|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-44	PF00144.19 Beta-lactamase [ARO:3000001]	293.9
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779858416|WP_045351092.1|1|1|blaACT-25|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-25	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	716.8
RF0055	ClassC-AmpC	779858416|WP_045351092.1|1|1|blaACT-25|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-25	Class C beta-lactamases [ARO:3000076;ARO:3000019]	635.2
RF0038	Beta-lactamase	779858416|WP_045351092.1|1|1|blaACT-25|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-25	PF00144.19 Beta-lactamase [ARO:3000001]	292.6
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779866371|WP_045354584.1|1|1|blaMIR-19|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-19	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	714.5
RF0055	ClassC-AmpC	779866371|WP_045354584.1|1|1|blaMIR-19|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-19	Class C beta-lactamases [ARO:3000076;ARO:3000019]	626.5
RF0038	Beta-lactamase	779866371|WP_045354584.1|1|1|blaMIR-19|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-19	PF00144.19 Beta-lactamase [ARO:3000001]	291.8
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779900739|WP_045372339.1|1|1|blaMIR-21|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-21	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	717.9
RF0055	ClassC-AmpC	779900739|WP_045372339.1|1|1|blaMIR-21|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-21	Class C beta-lactamases [ARO:3000076;ARO:3000019]	629.8
RF0038	Beta-lactamase	779900739|WP_045372339.1|1|1|blaMIR-21|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-21	PF00144.19 Beta-lactamase [ARO:3000001]	294.8
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779962325|WP_045409557.1|1|1|blaMIR-7|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-7	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	715.8
RF0055	ClassC-AmpC	779962325|WP_045409557.1|1|1|blaMIR-7|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-7	Class C beta-lactamases [ARO:3000076;ARO:3000019]	627.9
RF0038	Beta-lactamase	779962325|WP_045409557.1|1|1|blaMIR-7|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-7	PF00144.19 Beta-lactamase [ARO:3000001]	294.8
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	779971470|WP_045418072.1|1|1|blaMIR-3|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-3	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	714.7
RF0055	ClassC-AmpC	779971470|WP_045418072.1|1|1|blaMIR-3|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-3	Class C beta-lactamases [ARO:3000076;ARO:3000019]	627.1
RF0038	Beta-lactamase	779971470|WP_045418072.1|1|1|blaMIR-3|blaMIR|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-3	PF00144.19 Beta-lactamase [ARO:3000001]	292.9
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	782727775|WP_045620946.1|1|1|blaACT-23|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-23	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	717.5
RF0055	ClassC-AmpC	782727775|WP_045620946.1|1|1|blaACT-23|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-23	Class C beta-lactamases [ARO:3000076;ARO:3000019]	631.9
RF0038	Beta-lactamase	782727775|WP_045620946.1|1|1|blaACT-23|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-23	PF00144.19 Beta-lactamase [ARO:3000001]	290.6
