Accession	family	query_name	Resfams_description
MB-RF034	ClassA	gb|AAL29434.1|ARO:3000949|TEM-82	Class A beta-lactamase [ARO:3000078]	469.5
MB-RF102	OXY	gb|AAL78278.2|ARO:3002401|OXY-2-6	OXY beta-lactamases [ARO:3002388]	644.3
MB-RF034	ClassA	gb|AAL78278.2|ARO:3002401|OXY-2-6	Class A beta-lactamase [ARO:3000078]	391.0
MB-RF101	OXA-cluster8	gb|ABK34774.1|ARO:3001615|OXA-66	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	623.1
MB-RF093	OXA	gb|ABK34774.1|ARO:3001615|OXA-66	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	413.6
MB-RF037	ClassD	gb|ABK34774.1|ARO:3001615|OXA-66	Class D beta-lactamases [ARO:3000075;ARO:3000017]	404.2
MB-RF101	OXA-cluster8	gb|AHL30287.1|ARO:3001575|OXA-389	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	620.2
MB-RF093	OXA	gb|AHL30287.1|ARO:3001575|OXA-389	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	411.9
MB-RF037	ClassD	gb|AHL30287.1|ARO:3001575|OXA-389	Class D beta-lactamases [ARO:3000075;ARO:3000017]	401.3
MB-RF101	OXA-cluster8	gb|AEB98922.1|ARO:3001481|OXA-196	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	618.4
MB-RF093	OXA	gb|AEB98922.1|ARO:3001481|OXA-196	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	409.9
MB-RF037	ClassD	gb|AEB98922.1|ARO:3001481|OXA-196	Class D beta-lactamases [ARO:3000075;ARO:3000017]	400.6
MB-RF045	MIR	gb|AIT76112.1|ARO:3002176|MIR-11	MIR betalactamase (class C) [ARO:3000058]	907.8
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AIT76112.1|ARO:3002176|MIR-11	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	653.9
MB-RF036	ClassC-AmpC	gb|AIT76112.1|ARO:3002176|MIR-11	Class C beta-lactamases [ARO:3000076;ARO:3000019]	633.2
MB-RF113	SHV-LEN-OKP	gb|CAG25836.1|ARO:3002457|LEN-7	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	572.8
MB-RF034	ClassA	gb|CAG25836.1|ARO:3002457|LEN-7	Class A beta-lactamase [ARO:3000078]	413.5
MB-RF040	CMY	gb|CAA76382.1|ARO:3002023|CMY-12	CMY betalactamase (class C) [ARO:3000069]	846.7
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|CAA76382.1|ARO:3002023|CMY-12	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	685.5
MB-RF036	ClassC-AmpC	gb|CAA76382.1|ARO:3002023|CMY-12	Class C beta-lactamases [ARO:3000076;ARO:3000019]	654.1
MB-RF036	ClassC-AmpC	gb|AAS07017.3|ARO:3002494|SRT-2	Class C beta-lactamases [ARO:3000076;ARO:3000019]	542.8
MB-RF002	AAC3	gb|CAA39184.1|ARO:3002536|AAC(3)-IIIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	358.9
MB-RF003	AAC3-I	gb|CAA39184.1|ARO:3002536|AAC(3)-IIIa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	358.9
MB-RF011	Aminoglycoside	gb|CAA39184.1|ARO:3002536|AAC(3)-IIIa	Determinant of Aminoglycoside Resistance	69.5
MB-RF107	ramA	gb|AGV28567.1|ARO:3000559|adeN	ramA: gene modulating antibiotic efflux [ARO:3000823]	99.3
MB-RF100	OXA-cluster7	gb|ABP87779.2|ARO:3001705|OXA-72	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	554.8
MB-RF093	OXA	gb|ABP87779.2|ARO:3001705|OXA-72	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	366.8
MB-RF037	ClassD	gb|ABP87779.2|ARO:3001705|OXA-72	Class D beta-lactamases [ARO:3000075;ARO:3000017]	356.5
MB-RF101	OXA-cluster8	gb|ABV71247.1|ARO:3001634|OXA-80	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	620.1
MB-RF093	OXA	gb|ABV71247.1|ARO:3001634|OXA-80	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	410.2
MB-RF037	ClassD	gb|ABV71247.1|ARO:3001634|OXA-80	Class D beta-lactamases [ARO:3000075;ARO:3000017]	400.9
MB-RF049	DHA	gb|AJO16043.1|ARO:3002141|DHA-10	DHA beta-lactamase (class c) [ARO:3000068]	893.6
MB-RF036	ClassC-AmpC	gb|AJO16043.1|ARO:3002141|DHA-10	Class C beta-lactamases [ARO:3000076;ARO:3000019]	570.1
MB-RF048	CTX-M	gb|AEM44649.1|ARO:3001971|CTX-M-111	CTX-M beta-lactamase (class a) [ARO:3000016]	626.3
MB-RF034	ClassA	gb|AEM44649.1|ARO:3001971|CTX-M-111	Class A beta-lactamase [ARO:3000078]	398.0
MB-RF116	LEN	gb|CAP12352.2|ARO:3002471|LEN-24	LEN related beta-lactamase (class a)	665.7
MB-RF114	SHV-LEN	gb|CAP12352.2|ARO:3002471|LEN-24	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	627.9
MB-RF113	SHV-LEN-OKP	gb|CAP12352.2|ARO:3002471|LEN-24	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	625.2
MB-RF034	ClassA	gb|CAP12352.2|ARO:3002471|LEN-24	Class A beta-lactamase [ARO:3000078]	437.8
MB-RF127	TEM	gb|AAF01046.1|ARO:3000936|TEM-70	TEM beta-lactamase (class a) [ARO:3000014]	671.7
MB-RF034	ClassA	gb|AAF01046.1|ARO:3000936|TEM-70	Class A beta-lactamase [ARO:3000078]	473.6
MB-RF045	MIR	gb|AIT76111.1|ARO:3002175|MIR-10	MIR betalactamase (class C) [ARO:3000058]	908.1
MB-RF044	ACT	gb|AIT76111.1|ARO:3002175|MIR-10	ACT betalactamase (class C) [ARO:3000072]	845.3
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AIT76111.1|ARO:3002175|MIR-10	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	655.7
MB-RF036	ClassC-AmpC	gb|AIT76111.1|ARO:3002175|MIR-10	Class C beta-lactamases [ARO:3000076;ARO:3000019]	634.5
MB-RF090	NDM-CcrA	gb|AFB82585.1|ARO:3002355|NDM-4	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	337.5
MB-RF123	SubclassB1	gb|AFB82585.1|ARO:3002355|NDM-4	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	299.5
MB-RF035	ClassB	gb|AFB82585.1|ARO:3002355|NDM-4	Class B beta-lactamase [ARO:3000004]	240.3
MB-RF127	TEM	gb|CAC43230.1|ARO:3000953|TEM-86	TEM beta-lactamase (class a) [ARO:3000014]	667.2
MB-RF034	ClassA	gb|CAC43230.1|ARO:3000953|TEM-86	Class A beta-lactamase [ARO:3000078]	468.2
MB-RF004	AAC6-I	gb|CAE50926.1|ARO:3002590|AAC(6')-Iih	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	79.7
MB-RF096	OXA-cluster3	gb|ABX38721.1|ARO:3001609|OXA-114a	OXA beta-lactamase (cluster 3), part of ClassD beta-lactamase [ARO:3000017]	392.5
MB-RF037	ClassD	gb|ABX38721.1|ARO:3001609|OXA-114a	Class D beta-lactamases [ARO:3000075;ARO:3000017]	246.1
MB-RF093	OXA	gb|ABX38721.1|ARO:3001609|OXA-114a	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	229.1
MB-RF115	SHV	gb|ACV32637.1|ARO:3001174|SHV-127	SHV related beta-lactamase (class a)	627.4
MB-RF114	SHV-LEN	gb|ACV32637.1|ARO:3001174|SHV-127	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	623.0
MB-RF113	SHV-LEN-OKP	gb|ACV32637.1|ARO:3001174|SHV-127	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	618.1
MB-RF034	ClassA	gb|ACV32637.1|ARO:3001174|SHV-127	Class A beta-lactamase [ARO:3000078]	440.4
MB-RF033	CfxA	gb|AAL79549.2|ARO:3003003|CfxA3	CfxA cephalosporin (class a) [ARO:3001211]	740.4
MB-RF034	ClassA	gb|AAL79549.2|ARO:3003003|CfxA3	Class A beta-lactamase [ARO:3000078]	263.9
MB-RF090	NDM-CcrA	gb|BAO79439.1|ARO:3002362|NDM-12	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	337.9
MB-RF123	SubclassB1	gb|BAO79439.1|ARO:3002362|NDM-12	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	297.7
MB-RF035	ClassB	gb|BAO79439.1|ARO:3002362|NDM-12	Class B beta-lactamase [ARO:3000004]	239.4
MB-RF101	OXA-cluster8	gb|AHL30279.1|ARO:3001565|OXA-379	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	619.0
MB-RF093	OXA	gb|AHL30279.1|ARO:3001565|OXA-379	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	410.1
MB-RF037	ClassD	gb|AHL30279.1|ARO:3001565|OXA-379	Class D beta-lactamases [ARO:3000075;ARO:3000017]	400.5
MB-RF157	vanY	gb|AAF36805.1|ARO:3002958|vanYF	VanY: glycopeptide resistance gene [ARO:3000077]	382.8
MB-RF043	ACT-MIR	gb|CCK86741.1|ARO:3001835|ACT-13	A grouping of related ACT and MIR betalactamases (class C) [ARO:3000072;ARO:3000058]	908.0
MB-RF044	ACT	gb|CCK86741.1|ARO:3001835|ACT-13	ACT betalactamase (class C) [ARO:3000072]	860.7
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|CCK86741.1|ARO:3001835|ACT-13	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	656.6
MB-RF036	ClassC-AmpC	gb|CCK86741.1|ARO:3001835|ACT-13	Class C beta-lactamases [ARO:3000076;ARO:3000019]	632.9
MB-RF048	CTX-M	gb|ABA62022.1|ARO:3001913|CTX-M-51	CTX-M beta-lactamase (class a) [ARO:3000016]	626.8
MB-RF034	ClassA	gb|ABA62022.1|ARO:3001913|CTX-M-51	Class A beta-lactamase [ARO:3000078]	397.4
MB-RF094	OXA-cluster1	gb|AHC31001.1|ARO:3001807|OXA-246	OXA beta-lactamase (cluster 1), part of ClassD beta-lactamase [ARO:3000017]	615.6
MB-RF037	ClassD	gb|AHC31001.1|ARO:3001807|OXA-246	Class D beta-lactamases [ARO:3000075;ARO:3000017]	356.0
MB-RF093	OXA	gb|AHC31001.1|ARO:3001807|OXA-246	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	345.4
MB-RF081	MexA	gb|BAE77781.1|ARO:3000795|mdtE	mexA: membrane fusion protein of the MexAB-OprM multidrug efflux complex [ARO:3000377]	595.8
MB-RF072	macA	gb|BAE77781.1|ARO:3000795|mdtE	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	247.0
MB-RF006	ABCAntibioticEffluxPump	gb|BAE77781.1|ARO:3000795|mdtE	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	167.4
MB-RF108	RNDefflux	gb|BAE77781.1|ARO:3000795|mdtE	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	132.3
MB-RF086	MFSAntibioticEffluxPump	gb|BAE77781.1|ARO:3000795|mdtE	major facilitator superfamily (MFS) antibiotic efflux pump	79.6
MB-RF044	ACT	gb|AIT76088.1|ARO:3001852|ACT-32	ACT betalactamase (class C) [ARO:3000072]	879.1
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AIT76088.1|ARO:3001852|ACT-32	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	664.7
MB-RF036	ClassC-AmpC	gb|AIT76088.1|ARO:3001852|ACT-32	Class C beta-lactamases [ARO:3000076;ARO:3000019]	636.2
MB-RF044	ACT	gb|AHA80106.1|ARO:3001842|ACT-21	ACT betalactamase (class C) [ARO:3000072]	874.4
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AHA80106.1|ARO:3001842|ACT-21	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	663.2
MB-RF036	ClassC-AmpC	gb|AHA80106.1|ARO:3001842|ACT-21	Class C beta-lactamases [ARO:3000076;ARO:3000019]	636.1
MB-RF048	CTX-M	gb|AAK71471.1|ARO:3001880|CTX-M-17	CTX-M beta-lactamase (class a) [ARO:3000016]	629.1
MB-RF034	ClassA	gb|AAK71471.1|ARO:3001880|CTX-M-17	Class A beta-lactamase [ARO:3000078]	401.0
MB-RF153	vanS	gb|AAA65954.1|ARO:3002931|vanSA	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	446.3
MB-RF060	GMR	gb|AAA65954.1|ARO:3002931|vanSA	determinant of Gene Modulating Resistance	20.0
MB-RF118	OKP-A	gb|CAJ19603.1|ARO:3002423|OKP-A-6	variant A of OKP beta-lactamase (class a)	660.3
MB-RF117	OKP	gb|CAJ19603.1|ARO:3002423|OKP-A-6	OKP related beta-lactamase (class a)	653.4
MB-RF113	SHV-LEN-OKP	gb|CAJ19603.1|ARO:3002423|OKP-A-6	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	616.6
MB-RF034	ClassA	gb|CAJ19603.1|ARO:3002423|OKP-A-6	Class A beta-lactamase [ARO:3000078]	452.3
MB-RF048	CTX-M	gb|AGG08693.1|ARO:3001995|CTX-M-136	CTX-M beta-lactamase (class a) [ARO:3000016]	628.8
MB-RF034	ClassA	gb|AGG08693.1|ARO:3001995|CTX-M-136	Class A beta-lactamase [ARO:3000078]	391.9
MB-RF036	ClassC-AmpC	gb|ACH58991.1|ARO:3002484|LRA-13	Class C beta-lactamases [ARO:3000076;ARO:3000019]	510.7
MB-RF059	GES	gb|ACT09140.1|ARO:3002387|BEL-3	GES beta-lactamase (class a) [ARO:3000066]	322.2
MB-RF034	ClassA	gb|ACT09140.1|ARO:3002387|BEL-3	Class A beta-lactamase [ARO:3000078]	284.0
MB-RF040	CMY	gb|ADH82410.1|ARO:3002058|CMY-47	CMY betalactamase (class C) [ARO:3000069]	845.0
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADH82410.1|ARO:3002058|CMY-47	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	685.7
MB-RF036	ClassC-AmpC	gb|ADH82410.1|ARO:3002058|CMY-47	Class C beta-lactamases [ARO:3000076;ARO:3000019]	656.0
MB-RF127	TEM	gb|AGL39384.1|ARO:3001385|TEM-208	TEM beta-lactamase (class a) [ARO:3000014]	672.1
MB-RF034	ClassA	gb|AGL39384.1|ARO:3001385|TEM-208	Class A beta-lactamase [ARO:3000078]	470.3
MB-RF017	ANT9	gb|AGW81558.1|ARO:3002631|spd	Aminoglycoside Nucleotidyltransferase (ANT9) [ARO:3000228]	439.7
MB-RF012	ANT	gb|AGW81558.1|ARO:3002631|spd	Aminoglycoside Nucleotidyltransferase	207.3
MB-RF011	Aminoglycoside	gb|AGW81558.1|ARO:3002631|spd	Determinant of Aminoglycoside Resistance	92.4
MB-RF115	SHV	gb|AAG01039.1|ARO:3001085|SHV-27	SHV related beta-lactamase (class a)	667.1
MB-RF114	SHV-LEN	gb|AAG01039.1|ARO:3001085|SHV-27	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	661.9
MB-RF113	SHV-LEN-OKP	gb|AAG01039.1|ARO:3001085|SHV-27	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	656.6
MB-RF034	ClassA	gb|AAG01039.1|ARO:3001085|SHV-27	Class A beta-lactamase [ARO:3000078]	462.2
MB-RF153	vanS	gb|AAR84673.1|ARO:3002936|vanSF	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	406.7
MB-RF074	marA	gb|BAA15221.2|ARO:3000263|marA	marA: transcription factor induces MDR efflux pump AcrAB [ARO:3000263]	302.9
MB-RF019	APH3_double_prime	gb|CAA37605.1|ARO:3002638|APH(3'')-Ia	aminoglycoside phosphotransferase double prime (APH3'')	463.6
MB-RF018	APH3	gb|CAA37605.1|ARO:3002638|APH(3'')-Ia	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	268.1
MB-RF011	Aminoglycoside	gb|CAA37605.1|ARO:3002638|APH(3'')-Ia	Determinant of Aminoglycoside Resistance	77.3
MB-RF147	vanA	gb|ACL82961.1|ARO:3002911|vanM	VanA: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Lac [ARO:3000010]	751.5
MB-RF040	CMY	gb|ABN51006.1|ARO:3002045|CMY-34	CMY betalactamase (class C) [ARO:3000069]	851.1
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ABN51006.1|ARO:3002045|CMY-34	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	688.4
MB-RF036	ClassC-AmpC	gb|ABN51006.1|ARO:3002045|CMY-34	Class C beta-lactamases [ARO:3000076;ARO:3000019]	656.8
MB-RF115	SHV	gb|AAG49894.1|ARO:3001087|SHV-29	SHV related beta-lactamase (class a)	666.3
MB-RF114	SHV-LEN	gb|AAG49894.1|ARO:3001087|SHV-29	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	661.3
MB-RF113	SHV-LEN-OKP	gb|AAG49894.1|ARO:3001087|SHV-29	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	656.0
MB-RF034	ClassA	gb|AAG49894.1|ARO:3001087|SHV-29	Class A beta-lactamase [ARO:3000078]	462.7
MB-RF037	ClassD	gb|AAQ76277.1|ARO:3001796|OXA-50	Class D beta-lactamases [ARO:3000075;ARO:3000017]	316.8
MB-RF093	OXA	gb|AAQ76277.1|ARO:3001796|OXA-50	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	313.6
MB-RF044	ACT	gb|AHL39336.1|ARO:3001844|ACT-24	ACT betalactamase (class C) [ARO:3000072]	877.4
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AHL39336.1|ARO:3001844|ACT-24	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	664.9
MB-RF036	ClassC-AmpC	gb|AHL39336.1|ARO:3001844|ACT-24	Class C beta-lactamases [ARO:3000076;ARO:3000019]	638.0
MB-RF048	CTX-M	gb|AAP22736.1|ARO:3001891|CTX-M-29	CTX-M beta-lactamase (class a) [ARO:3000016]	624.7
MB-RF034	ClassA	gb|AAP22736.1|ARO:3001891|CTX-M-29	Class A beta-lactamase [ARO:3000078]	390.3
MB-RF127	TEM	gb|CAJ66089.1|ARO:3001017|TEM-150	TEM beta-lactamase (class a) [ARO:3000014]	672.5
MB-RF034	ClassA	gb|CAJ66089.1|ARO:3001017|TEM-150	Class A beta-lactamase [ARO:3000078]	473.0
MB-RF063	IMP	gb|AFR33816.1|ARO:3002223|IMP-32	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	519.6
MB-RF123	SubclassB1	gb|AFR33816.1|ARO:3002223|IMP-32	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	273.5
MB-RF035	ClassB	gb|AFR33816.1|ARO:3002223|IMP-32	Class B beta-lactamase [ARO:3000004]	257.8
MB-RF115	SHV	gb|AFQ23966.1|ARO:3001199|SHV-160	SHV related beta-lactamase (class a)	666.2
MB-RF114	SHV-LEN	gb|AFQ23966.1|ARO:3001199|SHV-160	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	661.1
MB-RF113	SHV-LEN-OKP	gb|AFQ23966.1|ARO:3001199|SHV-160	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	655.9
MB-RF034	ClassA	gb|AFQ23966.1|ARO:3001199|SHV-160	Class A beta-lactamase [ARO:3000078]	464.5
MB-RF048	CTX-M	gb|AAZ14955.1|ARO:3001905|CTX-M-43	CTX-M beta-lactamase (class a) [ARO:3000016]	611.9
MB-RF034	ClassA	gb|AAZ14955.1|ARO:3001905|CTX-M-43	Class A beta-lactamase [ARO:3000078]	402.1
MB-RF097	OXA-cluster4	gb|AAK55330.1|ARO:3001768|OXA-118	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	573.2
MB-RF093	OXA	gb|AAK55330.1|ARO:3001768|OXA-118	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	319.0
MB-RF037	ClassD	gb|AAK55330.1|ARO:3001768|OXA-118	Class D beta-lactamases [ARO:3000075;ARO:3000017]	312.4
MB-RF008	adeB	gb|AAF42062.1|ARO:3000811|mtrD	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	1607.1
MB-RF108	RNDefflux	gb|AAF42062.1|ARO:3000811|mtrD	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	601.0
MB-RF072	macA	gb|AAF42062.1|ARO:3000811|mtrD	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	543.6
MB-RF006	ABCAntibioticEffluxPump	gb|AAF42062.1|ARO:3000811|mtrD	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	494.1
MB-RF086	MFSAntibioticEffluxPump	gb|AAF42062.1|ARO:3000811|mtrD	major facilitator superfamily (MFS) antibiotic efflux pump	442.8
MB-RF004	AAC6-I	gb|AAD03496.1|ARO:3002568|AAC(6')-Ix	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	85.4
MB-RF011	Aminoglycoside	gb|AAD03496.1|ARO:3002568|AAC(6')-Ix	Determinant of Aminoglycoside Resistance	27.0
MB-RF008	adeB	gb|AAA74437.1|ARO:3000378|MexB	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	1755.6
MB-RF108	RNDefflux	gb|AAA74437.1|ARO:3000378|MexB	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	644.0
MB-RF072	macA	gb|AAA74437.1|ARO:3000378|MexB	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	618.3
MB-RF006	ABCAntibioticEffluxPump	gb|AAA74437.1|ARO:3000378|MexB	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	528.9
MB-RF086	MFSAntibioticEffluxPump	gb|AAA74437.1|ARO:3000378|MexB	major facilitator superfamily (MFS) antibiotic efflux pump	515.3
MB-RF129	TetA	gb|AAD09860.1|ARO:3000561|tet(30)	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	525.7
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|AAD09860.1|ARO:3000561|tet(30)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	330.0
MB-RF086	MFSAntibioticEffluxPump	gb|AAD09860.1|ARO:3000561|tet(30)	major facilitator superfamily (MFS) antibiotic efflux pump	143.3
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|AAV80464.1|ARO:3000565|tet(38)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	175.9
MB-RF086	MFSAntibioticEffluxPump	gb|AAV80464.1|ARO:3000565|tet(38)	major facilitator superfamily (MFS) antibiotic efflux pump	49.1
MB-RF129	TetA	gb|AAN06707.1|ARO:3000165|tet(A)	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	643.3
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|AAN06707.1|ARO:3000165|tet(A)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	417.2
MB-RF086	MFSAntibioticEffluxPump	gb|AAN06707.1|ARO:3000165|tet(A)	major facilitator superfamily (MFS) antibiotic efflux pump	237.3
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|AAD25063.1|ARO:3000183|tet(Z)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	332.5
MB-RF086	MFSAntibioticEffluxPump	gb|AAD25063.1|ARO:3000183|tet(Z)	major facilitator superfamily (MFS) antibiotic efflux pump	141.3
MB-RF115	SHV	gb|CAQ03503.1|ARO:3001336|SHV-98	SHV related beta-lactamase (class a)	666.3
MB-RF114	SHV-LEN	gb|CAQ03503.1|ARO:3001336|SHV-98	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	661.2
MB-RF113	SHV-LEN-OKP	gb|CAQ03503.1|ARO:3001336|SHV-98	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	656.3
MB-RF034	ClassA	gb|CAQ03503.1|ARO:3001336|SHV-98	Class A beta-lactamase [ARO:3000078]	463.1
MB-RF048	CTX-M	gb|AHX39589.1|ARO:3002006|CTX-M-148	CTX-M beta-lactamase (class a) [ARO:3000016]	625.6
MB-RF034	ClassA	gb|AHX39589.1|ARO:3002006|CTX-M-148	Class A beta-lactamase [ARO:3000078]	399.3
MB-RF115	SHV	gb|AAP41108.1|ARO:3001107|SHV-50	SHV related beta-lactamase (class a)	665.8
MB-RF114	SHV-LEN	gb|AAP41108.1|ARO:3001107|SHV-50	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	660.6
MB-RF113	SHV-LEN-OKP	gb|AAP41108.1|ARO:3001107|SHV-50	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	655.3
MB-RF034	ClassA	gb|AAP41108.1|ARO:3001107|SHV-50	Class A beta-lactamase [ARO:3000078]	462.2
MB-RF048	CTX-M	gb|AAT68658.1|ARO:3001873|CTX-M-10	CTX-M beta-lactamase (class a) [ARO:3000016]	627.3
MB-RF034	ClassA	gb|AAT68658.1|ARO:3001873|CTX-M-10	Class A beta-lactamase [ARO:3000078]	391.2
MB-RF048	CTX-M	gb|AJU57235.1|ARO:3003168|CTX-M-160	CTX-M beta-lactamase (class a) [ARO:3000016]	630.1
MB-RF034	ClassA	gb|AJU57235.1|ARO:3003168|CTX-M-160	Class A beta-lactamase [ARO:3000078]	402.0
MB-RF127	TEM	gb|ACJ04051.1|ARO:3001033|TEM-167	TEM beta-lactamase (class a) [ARO:3000014]	667.5
