Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
MEG_7722|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-3	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865179.1	subclass B1 metallo-beta-lactamase VIM-3	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7723|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_013263789.1	subclass B1 metallo-beta-lactamase VIM-1	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7724|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-7	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	266	265	100.00	100.00	265	WP_011997479.1	subclass B1 metallo-beta-lactamase VIM-7	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7725|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-4	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_032492008.1	subclass B1 metallo-beta-lactamase VIM-4	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7726|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-18	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	263	262	100.00	100.00	262	WP_063865172.1	subclass B1 metallo-beta-lactamase VIM-18	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7727|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-5	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_032491390.1	subclass B1 metallo-beta-lactamase VIM-5	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7728|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-6	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865201.1	subclass B1 metallo-beta-lactamase VIM-6	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7729|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-8	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865202.1	subclass B1 metallo-beta-lactamase VIM-8	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA25	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_011113049.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_7730|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-9	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865203.1	subclass B1 metallo-beta-lactamase VIM-9	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7731|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-10	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865166.1	subclass B1 metallo-beta-lactamase VIM-10	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7732|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-11	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_034080264.1	subclass B1 metallo-beta-lactamase VIM-11	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7733|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-14	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865169.1	subclass B1 metallo-beta-lactamase VIM-14	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7734|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-12	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865167.1	subclass B1 metallo-beta-lactamase VIM-12	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7735|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-13	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865168.1	subclass B1 metallo-beta-lactamase VIM-13	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7736|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7737|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-17	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_023442721.1	subclass B1 metallo-beta-lactamase VIM-17	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7738|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-15	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865170.1	subclass B1 metallo-beta-lactamase VIM-15	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7739|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-16	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865171.1	subclass B1 metallo-beta-lactamase VIM-16	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_773|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_048207712.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_7740|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-19	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_032492472.1	subclass B1 metallo-beta-lactamase VIM-19	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7741|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-26	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865177.1	subclass B1 metallo-beta-lactamase VIM-26	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7742|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865174.1	subclass B1 metallo-beta-lactamase VIM-23	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7743|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-20	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865173.1	subclass B1 metallo-beta-lactamase VIM-20	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7744|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-25	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865176.1	subclass B1 metallo-beta-lactamase VIM-25	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7745|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-24	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865175.1	subclass B1 metallo-beta-lactamase VIM-24	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7746|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-27	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_032495187.1	subclass B1 metallo-beta-lactamase VIM-27	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7747|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-28	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865178.1	subclass B1 metallo-beta-lactamase VIM-28	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7748|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-30	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865180.1	subclass B1 metallo-beta-lactamase VIM-30	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7749|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-32	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865182.1	subclass B1 metallo-beta-lactamase VIM-32	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_774|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA3	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846346.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3	NF033127.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3
MEG_7750|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-31	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865181.1	subclass B1 metallo-beta-lactamase VIM-31	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7751|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-34	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865184.1	subclass B1 metallo-beta-lactamase VIM-34	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7752|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-33	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865183.1	subclass B1 metallo-beta-lactamase VIM-33	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7753|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-29	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_060589395.1	subclass B1 metallo-beta-lactamase VIM-29	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7754|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-35	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865185.1	subclass B1 metallo-beta-lactamase VIM-35	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7755|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-36	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865186.1	subclass B1 metallo-beta-lactamase VIM-36	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7756|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-37	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865187.1	subclass B1 metallo-beta-lactamase VIM-37	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7757|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-38	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865188.1	subclass B1 metallo-beta-lactamase VIM-38	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7758|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-39	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865189.1	subclass B1 metallo-beta-lactamase VIM-39	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7759|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-42	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865192.1	subclass B1 metallo-beta-lactamase VIM-42	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_775|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA8	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	266	265	100.00	100.00	265	WP_071846325.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_7760|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	subclass B1 metallo-beta-lactamase VIM-43	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	267	266	100.00	100.00	266	WP_063865193.1	subclass B1 metallo-beta-lactamase VIM-43	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_7769|Drugs|betalactams|Class_B_betalactamases|VIM	blaVIM	VIM family subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	270	266	96.99	100.00	258	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
MEG_776|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA21	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA21	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_063840436.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA21	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_777|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA11	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846267.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_778|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA8	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846323.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_779|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846367.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_77|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	147	146	100.00	100.00	146	WP_005145021.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_7802|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VMLR	vmlR	ABC-F type ribosomal protection protein VmlR	core	AMR	AMR	MACROLIDE/PLEUROMUTILIN	LINCOSAMIDE/STREPTOGRAMIN/TIAMULIN	EXACTP	548	547	100.00	100.00	547	WP_003234144.1	ABC-F type ribosomal protection protein VmlR	NF000355.3	ABC-F type ribosomal protection protein
MEG_7804|Drugs|Mycobacterium_tuberculosis-specific_Drug|Viomycin_phosphotransferases|VPH	vph	viomycin phosphotransferase	core	AMR	AMR	TUBERACTINOMYCIN	VIOMYCIN	EXACTP	288	287	100.00	100.00	287	WP_030275963.1	viomycin phosphotransferase	NF000088.1	viomycin phosphotransferase
MEG_7807|Drugs|betalactams|Class_A_betalactamases|WHH	blaVHH	carbenicillin-hydrolyzing class A beta-lactamase VHH-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	284	283	100.00	100.00	283	WP_063865164.1	carbenicillin-hydrolyzing class A beta-lactamase VHH-1	NF000481.1	CARB/PSE/RTG family carbenicillin-hydrolyzing class A beta-lactamase
MEG_780|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846370.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_781|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA13	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	266	265	100.00	100.00	265	WP_071846269.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_782|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA22	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846321.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_783|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA11	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_032495379.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_7844|Drugs|Glycopeptides|Bleomycin_resistance_protein|ZBMA	zbmA	zorbamycin binding protein ZbmA	core	AMR	AMR	BLEOMYCIN	ZORBAMYCIN	EXACTP	133	132	100.00	100.00	132	WP_063856941.1	zorbamycin binding protein ZbmA	NF000479.1	zorbamycin binding protein ZbmA
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846343.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846235.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_7860|Drugs|betalactams|Class_B_betalactamases|ZOG	blaZOG	subclass B1 metallo-beta-lactamase ZOG-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	248	247	100.00	100.00	247	WP_013992183.1	subclass B1 metallo-beta-lactamase ZOG-1	NF033088.1	subclass B1 metallo-beta-lactamase
MEG_786|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846288.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846296.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_788|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1bt	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1bt	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071593208.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1bt	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_789|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846372.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_78|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	147	146	100.00	100.00	146	WP_016162901.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846256.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_791|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846354.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_792|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA15	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_070342366.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_032489308.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_071846276.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	264	263	100.00	100.00	263	WP_031942898.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
